,B-cells,CAFs,Cancer Epithelial,Endothelial,Myeloid,Normal Epithelial,PVL,Plasmablasts,T-cells
Bulk_0075,0.00033493944349921324,0.06491750084342375,0.013358282226001711,0.012429839693990688,0.00045200373404761303,0.003259830522932195,0.10987088479870799,0.5526506250987373,0.2427260936386596
Bulk_0076,0.031422472226776535,1.3222618499727382e-08,0.037734452438601754,0.48898184604295625,2.635196693181114e-06,0.0024367721180119156,0.28350998393027693,0.14673211963162122,0.009179705192443679
Bulk_0077,0.35142440872359776,4.229180093647079e-06,0.033137424086988256,0.03357321098346966,0.00319435681620685,0.009337780221293012,0.41972085042825463,0.14960626136853428,1.4781915617264177e-06
Bulk_0078,0.1322570840944228,0.0002732729310427239,2.9831641322122004e-06,0.024396233524533253,0.8349837585160594,3.6751438939774774e-05,0.002984096250006886,0.00397526035585761,0.0010905597250053251
Bulk_0079,0.12021493007497551,2.589510702520301e-06,0.03760426906647136,0.02312582595689877,2.0952044061804383e-06,0.36106658158759347,1.0546080759059181e-05,0.01813098730121025,0.4398421752169828
Bulk_0080,0.009871377740052223,2.7480400522517776e-11,4.364557623492713e-05,0.03645914867159868,0.05050190622262748,0.02190716090858056,0.0013690084297548963,0.8796137057895482,0.00023404663412262855
Bulk_0081,1.2147144569305026e-05,0.00194346068627843,0.00021192212311890024,0.8197863620085476,1.7828108644222265e-09,0.1266074009328928,0.03844906191031508,0.012446946588984877,0.0005426968224821683
Bulk_0082,0.04156132337475393,0.3007051078777818,0.07241509428955951,0.03710202259342544,0.0027254364910270354,0.011467098910240484,0.41845506368916113,0.05305245675534728,0.06251639601870322
Bulk_0083,0.0002730630964129463,0.0520333259367849,0.02900577059399515,0.0009658069793409249,0.0013361743799720099,0.017950353212122672,0.20620991255989,0.003442109036734741,0.6887834842047468
Bulk_0084,0.00048177917796091385,0.0015784838597834344,0.07221193595137196,0.16467607266147463,0.004621345116225082,2.763570114931805e-06,0.009935384735008844,0.7103365169494891,0.03615571797857108
Bulk_0085,0.043564423845075265,0.22695106699621856,0.104234522293458,0.012458918043429227,0.00020652089519544188,0.00958833987817674,0.3037475554479128,1.5780628234620983e-05,0.2992328719722993
Bulk_0086,0.0010178314809756873,0.00024044841764993545,0.43578666476999456,0.01700226095344291,0.0031879742894420273,0.0023211147853344043,0.11470637239668278,0.0005563659849131741,0.4251809669215644
Bulk_0087,0.13163475940824557,0.2322644828684441,0.39755623927622175,0.022031758338482116,0.03298607161310772,0.05670340322864911,2.4046068234080773e-05,0.09263219920780756,0.03416703999080793
Bulk_0088,0.03887045536775432,0.40631111168285017,0.006191459188902181,0.08984574386506734,0.309092740632495,0.00990397653151,0.11070251423052607,5.781129700053477e-05,0.029024187203894457
Bulk_0089,0.004768354223592876,0.009855649690189495,0.03706739284626244,0.15856094206640425,0.7114940627227375,0.0065523559438575366,0.0016847541757489793,0.0700083324083426,8.155922864639103e-06
Bulk_0090,0.06550050018020881,0.13752807521927746,0.37631841064968335,0.16956463079996806,0.11153424993725138,0.01196921240901394,0.11100251471781875,0.016503207517754095,7.919856902425095e-05
Bulk_0091,0.07706613993282395,0.0015861260738917278,0.03248026755987702,0.02241922323504843,0.7614988909263578,0.0030022124229588643,0.002458405804389515,0.07368101444292553,0.025807719601727345
Bulk_0092,0.5765918755799644,0.0003600604635920969,0.054250629929355705,0.022726732869627096,0.0002545080905774586,0.003089054170337761,0.16702128754998705,0.12768310201015987,0.0480227493363986
Bulk_0093,0.33615866202331657,0.0637352806810088,0.04569054667279508,7.225310588190917e-07,0.2664534248972627,0.11029486175699084,0.04996874215681879,0.09901647930573207,0.028681279975016512
Bulk_0094,8.576473350377232e-05,0.02880378690796884,0.03978626179467409,0.4511798626188401,6.854530240765679e-06,0.2118128550923339,0.19770333594663791,3.888422161375632e-05,0.07058239415418684
Bulk_0095,0.06708234037470999,7.345342438605962e-06,0.07931421980839712,0.008406044541442913,0.10665869740460313,8.121413480324958e-06,0.07971041704457135,0.3549298221001703,0.3038829919701863
Bulk_0096,8.253186705356935e-09,0.0476542098270283,0.0013623880991445157,0.030302134851740735,0.03773959820749351,0.1331130585540205,0.2694316606730856,0.0023966640937165048,0.4780002774405838
Bulk_0097,0.009372246277261687,0.053688727871788654,0.04024597174025375,4.058446840011272e-06,0.02801808065965059,0.16559754673308977,0.69868537586225,0.002515692658251816,0.0018722997506137925
Bulk_0098,0.004100216933706964,0.06207604741976054,0.009644964009622949,0.03368685408750902,0.039630692266053556,0.1217809360651726,0.3623368091175665,0.2554302984070944,0.11131318169351344
Bulk_0099,0.009465621126428283,0.007722850446135852,0.15789629665591812,0.1455948338867818,0.00023549734559551692,0.04111397428944738,0.31998244618885174,0.013524291670602191,0.30446418839023914
Bulk_0100,0.0031850453915072113,0.09859490449650646,0.012629402204876615,0.1775567545247824,0.0039198812123773805,0.1754754853899625,0.0005558588151682603,0.011106287918299833,0.5169763800465194
Bulk_0101,0.0014380074694293344,0.6938103159183598,0.00024886548431665137,0.05589116016072221,0.005677349200803861,0.06378049447475688,0.17645556425469655,0.0008000655259080911,0.0018981775110065416
Bulk_0102,2.4074150992915047e-05,0.015867931344876643,0.08302527621088765,0.24040411416826282,0.03156019968053653,0.4348087827248027,0.18380329001193713,0.008714528565601858,0.0017918031421016638
Bulk_0103,0.002533095506390073,0.011199662255279555,0.0013906283087626024,0.021420385930492263,0.0038727058211980507,0.0013158955672269907,0.5209814435854171,0.027067681017607304,0.41021850200762616
Bulk_0104,0.3965346613219439,1.9300397387187339e-07,0.0066327289548945,0.015597050185599705,0.1292701881203298,0.1945501320983011,0.012723260224483059,0.1400736034171026,0.10461818267337124
Bulk_0105,0.3276848137855186,0.001743694591178778,0.046748433853096655,0.008295154230704658,0.000856839166690152,0.06494237852658397,0.007402668724942615,0.0174655573799174,0.5248604597413671
Bulk_0106,0.0009234146111282617,0.08011441338981219,0.002675645572277091,0.00329851922697892,0.09035938146164893,0.000802283106799523,0.048655316010707314,0.3974158870440599,0.37575513957658785
Bulk_0107,1.1311773614135208e-05,0.1526445804795891,0.2978698170197135,2.7132923984905728e-06,0.0696381553631994,0.16443159944479052,0.012083165812729295,0.0010420326995345122,0.302276624114431
Bulk_0108,0.026513050210208538,0.6207368020190445,0.1945120551296933,6.158511694406854e-06,5.8952405931176965e-05,0.01413756295524337,0.13662698331779627,0.0013397947704288976,0.006068640679959534
Bulk_0109,0.1668808392302958,0.014348755816307813,0.2668668457717655,0.29022127076105436,0.042925392905069394,0.02064859154441105,0.18858508223441195,0.009372301777869284,0.0001509199588149177
Bulk_0110,0.023276279931962206,0.005395882210436939,3.990892189514091e-06,0.0053494722820596596,0.3737939770556391,0.0002982540380647126,0.49776419414109263,0.09385853677406653,0.0002594126744888963
Bulk_0111,0.00023506634519320662,0.026603374285860737,0.4027122578238936,0.08116654853237316,0.0009195240666994387,0.04840786778251028,0.006747167098018078,0.11689930737257292,0.31630888669287854
Bulk_0112,0.3315328623547419,0.002466225098848545,0.5407618409574673,0.0032570493224849863,3.480425752137434e-05,0.06401620748227581,0.04086329624366147,0.01577942925707292,0.0012882850259256797
Bulk_0113,0.0005112764871762828,0.015060877292432216,0.3756973864887653,0.054488047942906494,0.3012183634360105,0.045159475732665565,6.545131425644296e-05,0.06578702829689022,0.14201209300889692
Bulk_0114,0.09980506812174736,0.0017615849257920154,0.011611251991343373,0.003161844876240848,0.5136645229918735,0.022596000066914076,0.322768447044445,0.0007949060282159022,0.02383637395342795
Bulk_0115,0.2639681916581736,0.036495753762775585,0.019387327501558266,0.19616022801975713,0.027837412397892423,0.16883518987193163,0.006455976080805103,0.055603829541548744,0.22525609116555764
Bulk_0116,0.003611847696045124,0.18970845514908385,0.17908101581243355,4.2467952054702793e-07,0.4341441785916132,0.10765156162195569,0.025478677488220212,0.042143483536744124,0.018180355424383853
Bulk_0117,0.08829153037898228,0.09048540948656486,0.04601926609563255,3.885504645189033e-08,0.00023934944993164958,0.005449550704269523,0.397666708172003,0.37167375670282154,0.00017439015474798804
Bulk_0118,0.00019509006201426601,5.910915294406511e-05,5.661637153251024e-05,0.0016159081834437967,0.9168928802008164,0.017114468531110077,0.005304666690912888,0.0555752209921883,0.0031860398150376215
Bulk_0119,0.369779683142578,0.0769157780594263,0.48689891619980985,0.00859635364786408,1.5996328432257482e-05,0.03019064177550218,0.00206452368213388,0.017724023441504165,0.007814083722749443
Bulk_0120,0.01065502137553224,0.13103695311986313,0.0006125827137910678,0.03871215602196046,0.025647511220829148,0.08962356631717198,0.1446280960233768,0.16328778069991706,0.39579633250755797
Bulk_0121,0.19873769293869684,0.22875942214688288,0.2145342145786206,0.0967150878140423,0.025596628632984543,0.07930170740696954,0.06122406415988546,0.003727296629435306,0.09140388569248238
Bulk_0122,0.023723232360441226,0.7360248626630439,0.20402831963805765,0.0016373889303563408,0.0002254577463150493,2.6894168058278653e-06,0.0001944567452680584,0.03212543974778109,0.0020381527519308133
Bulk_0123,0.0001244572400275002,0.11779886880388783,0.442387021003347,0.00031037809787556317,0.010448298732500381,0.20608441905204278,0.05865622921178459,0.0033544437690800487,0.16083588408945418
Bulk_0124,0.012001644232872989,9.087520391601737e-05,0.3104436833955739,0.2275653803623158,0.02358242863564938,0.19539006889642574,0.029077624489781708,0.007410658523330397,0.19443763626013416
Bulk_0125,0.009244195943183908,0.01775518310711672,0.17154749633063884,0.33413642809906985,0.015893009160509126,0.010605635790664963,0.20733719118600027,2.587041638535817e-05,0.2334549899664312
Bulk_0126,0.03352999126487072,0.005455841802654948,0.012587146517331737,0.018421081998802675,0.06608836155230347,0.5476466350209529,0.01634677771922367,0.2999237035970397,4.6052682005425745e-07
Bulk_0127,0.015052952750761095,0.12880533093579474,0.0015805674071303327,0.007523323136662069,0.37575260688159584,0.0008379674684766029,3.982508385614857e-05,0.46254172352715733,0.007865702808565696
Bulk_0128,0.0012945161951464837,1.0340002863711063e-05,0.29152078888972893,0.31514328499654504,0.0003531973992378313,0.0019323922343090687,0.3331509579156097,0.042683124617972086,0.013911397748587066
Bulk_0129,0.0015359930251530754,0.0019735032237909495,0.9080524990380583,0.0008018614637544957,1.3770253546162854e-07,3.983484044370973e-06,0.0020816541870779023,0.03082205068058489,0.05472831719500056
Bulk_0130,0.04580575014747606,0.06871645770737052,0.26284929092786147,0.36600686888753214,9.820537152098944e-07,0.07563518007385651,0.08989838089926663,0.0910869622702044,1.2703271717044609e-07
Bulk_0131,0.037893223510601474,0.24891713002565347,0.12426476997045756,0.4201703412955332,0.16600193685320003,0.0008019994274038932,0.0017100224858659393,0.00023397157530126908,6.604855983100284e-06
Bulk_0132,0.01364080559025912,0.0006582014149255052,0.15915805543054737,0.12653057990477165,0.07317324947820247,0.023653309173032915,0.5516345546705568,0.00042119166832522883,0.05113005266937893
Bulk_0133,0.0006576741938978331,0.0951800112038017,0.005055658314958242,0.37786643506649903,0.3297816426172449,0.1676813174124919,0.023062843160949212,0.0006906403641992044,2.377766595798008e-05
Bulk_0134,0.09857491410656115,0.1881771851397072,0.04976633090145175,0.07088787172258114,1.2074212739867328e-05,0.04847702881501992,0.26404634551789796,0.28005823441115,1.517289102589888e-08
Bulk_0135,0.029332285326255203,0.4164151684536955,0.012491122796477084,0.03825612580952045,0.010636947043681145,0.1808370831600729,0.011712539618600035,0.015084553340450148,0.2852341744512476
Bulk_0136,0.00045414493971919636,0.04462320712859164,0.00011853572739980066,0.007049819813611898,0.00011410246309228419,0.13138827387394078,0.06516416318675604,0.4152904195300086,0.3357973333368797
Bulk_0137,0.0017443076211064075,0.07291390966322998,0.00029936474721502796,0.822490776672179,0.0016784800270651277,0.004326436642894995,0.09621791047278955,3.1317764664865876e-05,0.00029749638885489665
Bulk_0138,0.10296501736294209,0.014981793067606932,0.021376087149518892,3.7283093219753256e-06,0.04801975856601439,0.3995347904006373,0.3809928926337896,0.027564444910979362,0.004561487599189603
Bulk_0139,0.3834839918974945,0.033360408059052056,0.00020171791934255466,0.0031371367842866348,0.018724146865429545,0.00011713856485180677,0.547014236206226,0.005371905882298962,0.008589317821017989
Bulk_0140,0.07522432086721265,0.0011433415571338395,0.0016542929308687496,0.07100848240069395,0.34579840495552144,0.001651633354792089,0.23996634446105242,0.0029959119512509586,0.26055726752147396
Bulk_0141,0.542610359714303,6.676021811170103e-05,0.011947596558765665,0.05879068114613896,0.04628016170997577,3.5777834862804555e-06,0.00020316385509455549,0.2837646777370832,0.05633302127704078
Bulk_0142,0.5215449044833698,0.1492844890641493,0.00044890013788051106,0.004086243188781745,0.06728120144908044,0.0015647188566502278,0.09951991043881439,0.13185718555398931,0.024412446827284405
Bulk_0143,2.0124403148490695e-05,0.13657366920044714,0.0011502111175032022,0.022110904919176298,0.0003813249047226548,0.12282650929290337,0.0023621604909216548,0.031978787771753524,0.6825963078994236
Bulk_0144,0.23200626908631736,0.0007276212343765074,0.5682941107107529,0.010368251931848966,0.14741229674911271,0.015221087897682395,0.008244607150411457,0.01735278854007898,0.0003729666994188141
Bulk_0145,0.026117225468505,0.047292765915150956,0.0016137621611549754,0.12264449818840627,0.06658097490254689,0.00021676861741974277,0.0075162766273572604,0.7278700067040162,0.00014772141544288443
Bulk_0146,0.03094853002360684,0.015228616241306055,0.4991386438868862,0.29573284361111374,0.09614602982588029,0.0010778226625889266,0.03310547768311816,0.014260979376415612,0.014361056689084427
Bulk_0147,0.06331786130482847,0.39793667463408383,0.007952530691445001,0.10316955066199937,0.012382195018836164,0.04655578255653393,0.000587297760239329,0.23967632054132673,0.1284217868307073
Bulk_0148,7.926599996427498e-07,0.0792498895813233,0.31376987114877514,9.234944612486957e-06,0.02389925952978325,0.2066344329846808,0.1941037197917713,0.030110541048820414,0.15222225831023353
Bulk_0149,0.06836753857650484,0.24422675596323293,1.8006939690136711e-06,0.000142451531092572,0.05747273305458347,0.13994485276984417,0.05673083311951058,0.43294002458146685,0.00017300970979545726
