,Cancer Epithelial,B-cells,CAFs,Endothelial,Myeloid,Normal Epithelial,PVL,Plasmablasts,T-cells
Bulk_0017,0.0,0.07466154670210408,0.033906426476037546,0.17907112026230862,0.09304428582209309,0.1218158046640557,0.05822815920208256,0.2353932651493578,0.20387939172196068
Bulk_0018,0.1,0.24286468674216521,0.018345655980034167,0.2106826698778148,0.021150435110356358,4.992279317632544e-05,0.12664801357141842,0.03227799819920125,0.24798061772583352
Bulk_0019,0.4,0.03241658317568518,0.0871479010088296,0.006444306598297621,0.12052002755169422,0.0015554275724724996,0.03734015332733688,0.011840939938655115,0.3027346608270288
Bulk_0020,0.1,0.0382375764683043,0.14678229464515258,0.009447514220583134,0.017328686479215465,0.13959550645668395,0.08592838523836278,0.4080636411541388,0.054616395337558986
Bulk_0021,0.8,0.01527252699415307,0.033533669075693495,0.008130879378636104,0.007526777662998155,0.02589153289846962,0.0871048114949043,0.0223692531875198,0.0001705493076254047
Bulk_0022,0.1,0.19384430423902435,0.02850605965783383,0.08345610332368991,0.14432935850109857,0.08271466582915434,0.040766569499020945,0.09489880297180006,0.23148413597837803
Bulk_0023,0.4,0.0030802976297929566,0.06729730028916568,0.03823520011955296,0.2939219481513616,0.06141173033949682,0.01837090749313469,0.05773843111366317,0.05994418486383206
Bulk_0024,0.5,0.131468152152187,0.0515866911953266,0.0003167381869198667,0.013645621692216111,0.08876209853652388,0.05276573202788753,0.09479221906653067,0.06666274714240834
Bulk_0025,0.9,0.021664537115530385,0.004522695535998134,0.004901185842453898,0.0005024247785118316,0.019045217371140132,0.02319410192407313,0.01733353771976436,0.008836299712528115
Bulk_0026,0.3,0.01941552183385208,0.06327964320874131,0.20982702121988211,0.2139322821515015,0.04395106806626857,0.04953862366595597,0.09151175087223842,0.008544088981560054
Bulk_0027,0.2,0.019260833231376225,0.012548379677093078,0.008295187994807508,0.020559140390913416,0.23933527756134199,0.32466259635646055,0.055532788073971544,0.11980579671403574
Bulk_0028,0.9,0.007955334126974703,0.01803585435130976,0.031561728246834356,0.006618414779259049,0.004420371531156056,0.00593649258110578,0.018420526273319582,0.007051278110040708
Bulk_0029,0.4,0.07238352117430621,0.01794226029227286,0.052442013929445135,0.049717538505041625,0.08743200015325946,0.26091823348208887,0.033621717018616964,0.025542715444968823
Bulk_0030,0.6,0.08233338237364594,0.05772453877154721,0.0024157235370337315,0.03352517377481026,0.0011299841314512471,0.02436952037384761,0.07467892088161941,0.1238227561560446
Bulk_0031,0.2,0.17005345348340056,0.01736205559331343,0.07240453825702006,0.05285072529066394,0.09600581030166644,0.3488978520474563,0.004800957939857146,0.037624607086622124
Bulk_0032,0.3,0.08530791509282519,0.10061812867693855,0.17785881549380017,0.024175467207543343,0.11307253359390294,0.004554444120802097,0.12062931943522302,0.07378337637896483
Bulk_0033,0.6,0.10170792364077685,0.0025077227301580334,0.005246389338740041,0.049769014162192454,0.009862748914553467,0.14694233334211468,0.05283212340386906,0.03113174446759541
Bulk_0034,0.3,0.06423515881357243,0.01435698363508278,0.02893461046673478,0.14580795682379236,0.049828890702222906,0.1683976380355823,0.202263895333912,0.0261748661891005
Bulk_0035,0.8,0.006433012290121822,0.050454149511904925,0.0036488908747645027,0.0026562905826247557,0.07686060243113904,0.03031429833498716,0.014636677864567054,0.014996078109890692
Bulk_0036,0.8,0.04184992402477896,0.0009139139516659255,0.006366939597510747,0.0013909429524604114,0.05441609295123494,0.0354515326793894,0.04858759409505458,0.011023059747905023
Bulk_0037,0.5,0.07013660549375554,0.09781604023083061,0.11090222973095583,0.06017111316326296,0.0013972030912280079,0.12183545350631018,0.007760629308076391,0.029980725475580467
Bulk_0038,0.1,0.14228087228408723,0.00020603917345191004,0.35346522294911875,0.028343311388514383,0.10266666061200096,0.11215254816726988,0.1531475399122085,0.007737805513348333
Bulk_0039,0.3,0.16697203223670984,0.13809300036127248,0.023435234674245,0.010330563558489728,0.13530713184862625,0.04999617352439342,0.11770909607782244,0.058156767718440826
Bulk_0040,0.9,0.0051545238137451765,0.006751187029321239,0.027879133469467788,0.0008188439682189524,0.01710579707061233,0.002305886092056526,0.029147139100700586,0.010837489455877371
Bulk_0041,0.5,0.11666920608223008,0.08046268270913634,0.016716914492881305,0.14280592857961333,0.03890065709049572,0.05788529120677196,0.043488255865628996,0.0030710639732421906
Bulk_0042,0.5,0.09199848228699002,0.07586943458812866,0.03222705072218578,0.11035266079360427,0.07553626482019594,0.061099043274238096,0.015371103536044196,0.037545959978613014
Bulk_0043,0.9,0.007058338378012868,0.04287466625317107,0.00699463826190002,0.006221946168423433,0.01023288666677236,0.009301501796914882,0.0030852703778965476,0.0142307520969088
Bulk_0044,0.1,0.12453233674530023,0.000718065234408732,0.3425014370932813,0.015692725530612944,0.04942533198344865,0.08645027863863819,0.18106011720430015,0.09961970757000974
Bulk_0045,0.9,0.010978177598893805,0.03075347242143395,0.0024648167236764633,0.0012001611101098212,0.00941676398330988,0.041239931256099954,0.0016953048878687507,0.0022513720186073437
Bulk_0046,0.2,0.2439456941591125,0.10828300428272755,0.13972021678167507,0.016680730793564608,0.12721155780533636,0.1113946486220937,0.005771159907068845,0.046992987648421275
Bulk_0047,0.6,0.002511600860111352,0.046897669672148985,0.0187857973800343,0.153396341213976,0.05947911649741046,0.03303261115374873,0.06069630123130566,0.025200561991264532
Bulk_0048,0.5,0.12127518275994752,0.07262477890453728,0.043600378174369764,0.09109645462978397,0.07325422594183874,0.04902724533211269,0.014632387111206333,0.034489347146203754
Bulk_0049,0.6,0.07905328038781241,0.13995198299256342,0.021636616429676608,0.010130744820450758,0.030654362345614597,0.031150599426200316,0.06281469170654518,0.024607721891136795
Bulk_0050,0.7,0.08430208674953431,0.03728803686479909,0.027673300220665765,0.07353968969892008,0.004892297022470056,0.04792244091861452,0.008676528088309387,0.015705620436686836
Bulk_0051,0.4,0.06613354569731188,0.0972413620100975,0.17921537413023314,0.034932738352514876,0.015265882249961397,0.10089637355354183,0.005323609424201075,0.10099111458213825
Bulk_0052,0.1,0.24691289599077024,0.012819908302549357,0.05052426945140154,0.2736115175519004,0.06437483509073529,0.015371100634768155,0.18105928014763736,0.05532619283023773
Bulk_0053,0.2,0.34736930738077243,0.1690927156135659,0.06033646573874675,0.0949918058514239,0.06436840015948916,0.0011649135860140765,0.0003009777838549157,0.062375413886133074
Bulk_0054,0.3,0.012325675919869014,0.23796255929305676,0.012481916877805997,0.004497409949036484,0.21187940547401085,0.021481340727282614,0.0946293423778118,0.10474234938112639
Bulk_0055,0.9,0.007276579621040683,0.012954963799267055,0.0036322528565871743,0.013014690061260496,0.012205218954227881,0.019742029387866462,0.014039244889298414,0.017135020430451817
Bulk_0056,0.1,0.000841915647043033,0.061580465002530616,0.1319658003693728,0.09652446947993619,0.0031440046758680097,0.085685131080711,0.107212350139949,0.41304586360458945
Bulk_0057,0.4,0.16732637278641202,0.03356340202120879,0.20493169181456303,0.005871295162953273,0.0043133581378026285,0.014104592687084349,0.048779398294321936,0.12110988909565401
Bulk_0058,0.7,0.023453553638907113,0.013186237435522528,0.10262531796846412,0.022329185678580884,0.029792086866497838,0.034237949999487226,0.028937916485682086,0.04543775192685828
Bulk_0059,0.2,0.1701624756965065,0.01583592958325181,0.06867729265427917,0.14669344991079025,0.21828456565538923,0.10493712814216985,0.036167925762393825,0.03924123259521939
Bulk_0060,0.8,0.05141039169487488,0.013804005997821023,0.0005923210395275573,0.017347184840047977,0.06876781604197384,0.0015784410488737452,0.007681813295784602,0.03881802604109633
Bulk_0061,0.1,0.006013018279913459,0.030743715327168884,0.13934396551658312,0.028161691966553062,0.2256604964981182,0.05061293566877667,0.3425519577984969,0.07691221894438992
Bulk_0062,0.0,0.055914109849987806,0.0721369277823613,0.06754531775640953,0.12365826550400891,0.18623643732042153,0.10147416942036083,0.38329763825465885,0.009737134111791276
Bulk_0063,0.9,0.008122471595458904,0.0018549317181781998,0.009047877242611673,0.005883790357305468,0.04082230594855177,0.0012534956061313717,0.02545903238432066,0.007556095147441945
Bulk_0064,0.6,0.06152965628790196,0.04932698544821003,0.11117410218097867,0.024002553084809905,0.046295508911935845,0.015037477026746952,0.06342153983687428,0.02921217722254234
Bulk_0065,0.1,0.01612462618662853,0.011265466268791895,0.08950498513156294,0.13384852147569612,0.03509224791395396,0.16181151778583172,0.10184608144485635,0.3505065537926786
Bulk_0066,0.5,0.0034441416143767556,0.03990992148471749,0.017482870896033707,0.009041030349812728,0.1496310434000191,0.09915974666141648,0.041049479514371,0.14028176607925275
Bulk_0067,0.3,0.10875508451326396,0.013618551574954247,0.0030631240644758617,0.06509261150371137,0.4470413222294745,0.016264360796827495,0.01540419080940159,0.030760754507890915
Bulk_0068,0.9,0.0199068504201376,0.02143343972519056,0.0009236406335463942,0.006075557472486731,0.004520854434902851,0.02012087049317435,0.016139418640272286,0.010879368180289211
Bulk_0069,0.2,0.06143748093294058,0.24175440212720087,0.2045783587855428,0.09312907172371404,0.008506965982353362,0.09557348507124803,0.0642685280241017,0.030751707352898634
Bulk_0070,0.5,0.0008609411931665013,0.061987045666893656,0.03024854029971009,0.005151563489310673,0.008182170008012324,0.020802117978727653,0.2844732435667034,0.08829437779747569
Bulk_0071,0.7,0.042073554840707295,0.017309375606594065,0.03561611832521472,0.04172450570663987,0.026229307865696348,0.009646416077221609,0.0699378439579374,0.05746287761998872
Bulk_0072,0.9,0.003862789503211618,0.0018673718539223162,0.04200272795377297,0.012197219126432606,0.0011334738011595307,0.010676380214930095,0.022803096832749014,0.005456940713821831
Bulk_0073,0.2,0.0625137671092079,0.04115830813221558,0.10490657866393249,0.11480152649450966,0.2014970708222867,0.05541168063242422,0.12867140786992842,0.09103966027549508
Bulk_0074,0.3,0.051836334414935355,0.004654103893626982,0.013881045917492868,0.11225388171588457,0.27194516051923895,0.13647733390354136,0.0355681270808552,0.07338401255442455
Bulk_0075,0.8,0.028765064807450835,0.0008213937160732971,0.04281625516047112,0.034264992189841074,0.042847431956513415,0.022654883841332955,0.008401354252286532,0.019428624076030715
Bulk_0076,0.6,0.13110647063981737,0.02086481472916495,0.001862711887459778,0.06896642498714951,0.07155036682864407,0.005119670487546066,0.06277945612658949,0.037750084313628765
Bulk_0077,0.9,0.003364755779958789,0.019465964994265512,0.03202806860233994,0.0019574842957099576,0.010522704387924603,0.006211892973413553,0.01872206075262936,0.0077270682137582465
Bulk_0078,0.4,0.10445026990600108,0.025019472400517898,0.16020165374769565,0.026914175514711754,0.08759585764691226,0.07706132967613168,0.10608160841227487,0.012675632695754746
Bulk_0079,0.9,0.03008980925362164,0.003273005517660357,0.043411273060648535,0.0018008342206020103,0.013526528399023604,0.0020261016951269467,0.0001397058885480414,0.005732741964768869
Bulk_0080,0.4,0.1352208692296842,0.1437111850590537,0.02460447495554018,0.05232050745227679,0.07420014327275734,0.003172096151335384,0.15608542789862537,0.010685295980727068
Bulk_0081,0.0,0.007478903111743428,0.10690839053557517,0.20107574732165678,0.12383163586656776,0.22316355361526768,0.07888930392524335,0.23211246139319697,0.026540004230749002
Bulk_0082,0.1,0.15463918076922506,0.1768560820600077,0.04824496704006801,0.001470425467724694,0.06075826225173978,0.2899261578976182,0.15839382559358406,0.009711098920032555
Bulk_0083,0.1,0.02795716017982488,0.06028046946006715,0.08763188522159596,0.28594982732838187,0.1306963619563143,0.10185107489031456,0.15932505828149782,0.046308162682003474
Bulk_0084,0.7,0.03555860124415354,0.003628503688408647,0.12015905135899457,0.008469831660885229,0.03336090085138906,0.0501927422725885,0.007691820853242555,0.04093854807033795
Bulk_0085,0.2,0.02749959756826363,0.04088901963361631,0.01799620033181477,0.027633937154985896,0.014705498566656339,0.05307279409159851,0.08075522193916491,0.5374477307138997
Bulk_0086,0.2,0.30465579941284815,0.0029227050235963847,0.057776324408063184,0.070527707178865,0.026445342834343674,0.016022596720834597,0.00195439202239439,0.3196951323990547
Bulk_0087,0.5,0.008241813739527874,0.009104919068231075,0.07982966728111658,0.07589020779938864,0.15636128761875143,0.12402825819197566,0.03950889962204413,0.00703494667896463
Bulk_0088,0.6,0.0056125544855153055,0.02978637369778891,0.07194997203658722,0.02172977749876322,0.010416767192065206,0.16420282502193226,0.002909251067307073,0.09339247900004077
Bulk_0089,0.7,0.0455399931594116,0.06006150407489217,0.012453658235418394,0.02963238799348945,0.023937535295270203,0.07898436510592996,0.021633593265952034,0.027756962869636307
Bulk_0090,0.4,0.005735755482058911,0.06227833926969965,0.014349663436273792,0.03828912991427917,0.09028898693028713,0.14184914504054963,0.007543816309647634,0.23966516361720402
Bulk_0091,0.7,0.024072485535580425,0.08456581680707474,0.05096225563961916,0.012515061445524223,0.021119238199444505,0.05355322197411887,0.028476949540779235,0.024734970857858876
Bulk_0092,0.6,0.029020947821177263,0.022982731380160056,0.03881727717454603,0.003450131488906556,0.0732638364179962,0.1483133203502599,0.07056624678754304,0.013585508579410953
Bulk_0093,0.8,0.12153007248940573,0.025738074406942736,0.022746205985127697,0.003413788191623215,0.010525456807755167,0.00552370099860085,0.0005501181225015738,0.009972582998042993
Bulk_0094,0.9,0.006324717901231211,0.008588557237404093,0.00230752067800428,0.00833844657048018,0.026002743980028147,0.01378527060768987,0.024295890903919905,0.010356852121242304
Bulk_0095,0.8,0.040697998750120645,0.06668105436086375,0.04416097449401487,0.026604446699342175,9.310570258457132e-05,0.00012106123399599414,0.01577658968387644,0.0058647690752015565
Bulk_0096,0.5,0.11371142747863701,0.027280514805312732,0.11501565029591583,0.13219399611205623,0.03972924799541052,0.024736778817491867,0.015287027181230203,0.0320453573139456
Bulk_0097,0.1,0.011461171229490913,0.13644644384554325,0.12522297969207732,0.2927485011825296,0.08508137691992661,0.12108341026690188,0.03230025229295584,0.09565586457057466
Bulk_0098,0.1,0.19406460157034447,0.2004176095854989,0.19043177559476968,0.0764894121762709,0.019627535077419402,0.021548094174114872,0.0306535954756609,0.16676737634592062
Bulk_0099,0.6,0.08495028186973143,0.10221390439277839,0.0031017698844521616,0.034318972005071856,0.09232622546598289,0.0033047350410001066,0.02171998229606581,0.05806412904491742
