                     p.Moran_I   p.Moran_Z  p.Moran_P  p.Moran_Padj
GRID2             0.000000e+00    0.000000   1.000000      1.000000
AC095059.1        0.000000e+00    0.000000   1.000000      1.000000
AC110800.1        0.000000e+00    0.000000   1.000000      1.000000
ATOH1             0.000000e+00    0.000000   1.000000      1.000000
AC096746.1        0.000000e+00    0.000000   1.000000      1.000000
AC108067.1        0.000000e+00    0.000000   1.000000      1.000000
BMPR1B-DT         0.000000e+00    0.000000   1.000000      1.000000
PDHA2             0.000000e+00    0.000000   1.000000      1.000000
LINC02267         0.000000e+00    0.000000   1.000000      1.000000
STPG2             0.000000e+00    0.000000   1.000000      1.000000
STPG2-AS1         0.000000e+00    0.000000   1.000000      1.000000
AC108159.1        0.000000e+00    0.000000   1.000000      1.000000
AC019131.1        0.000000e+00    0.000000   1.000000      1.000000
ADH4              0.000000e+00    0.000000   1.000000      1.000000
ADH6              0.000000e+00    0.000000   1.000000      1.000000
ADH1A             0.000000e+00    0.000000   1.000000      1.000000
ADH7              0.000000e+00    0.000000   1.000000      1.000000
C4orf17           0.000000e+00    0.000000   1.000000      1.000000
AC083902.1        0.000000e+00    0.000000   1.000000      1.000000
C4orf54           0.000000e+00    0.000000   1.000000      1.000000
AC097460.1        0.000000e+00    0.000000   1.000000      1.000000
AP001961.1        0.000000e+00    0.000000   1.000000      1.000000
AP002075.1        0.000000e+00    0.000000   1.000000      1.000000
AC105460.2        0.000000e+00    0.000000   1.000000      1.000000
AC105460.1        0.000000e+00    0.000000   1.000000      1.000000
TACR3             0.000000e+00    0.000000   1.000000      1.000000
LINC02503         0.000000e+00    0.000000   1.000000      1.000000
AC004052.1        0.000000e+00    0.000000   1.000000      1.000000
CXXC4-AS1         0.000000e+00    0.000000   1.000000      1.000000
AC004063.1        0.000000e+00    0.000000   1.000000      1.000000
AC004053.1        0.000000e+00    0.000000   1.000000      1.000000
AC096577.1        0.000000e+00    0.000000   1.000000      1.000000
TET2-AS1          0.000000e+00    0.000000   1.000000      1.000000
AC004066.2        0.000000e+00    0.000000   1.000000      1.000000
AC008243.1        0.000000e+00    0.000000   1.000000      1.000000
AC109361.2        0.000000e+00    0.000000   1.000000      1.000000
GIMD1             0.000000e+00    0.000000   1.000000      1.000000
LINC02173         0.000000e+00    0.000000   1.000000      1.000000
AC096564.2        0.000000e+00    0.000000   1.000000      1.000000
ZCCHC23           0.000000e+00    0.000000   1.000000      1.000000
AC126283.2        0.000000e+00    0.000000   1.000000      1.000000
AC098798.1        0.000000e+00    0.000000   1.000000      1.000000
PANCR             0.000000e+00    0.000000   1.000000      1.000000
LINC01438         0.000000e+00    0.000000   1.000000      1.000000
AC083795.2        0.000000e+00    0.000000   1.000000      1.000000
AC139718.2        0.000000e+00    0.000000   1.000000      1.000000
AC139718.1        0.000000e+00    0.000000   1.000000      1.000000
AC004704.1        0.000000e+00    0.000000   1.000000      1.000000
AC023886.1        0.000000e+00    0.000000   1.000000      1.000000
AC106864.1        0.000000e+00    0.000000   1.000000      1.000000
AC106864.2        0.000000e+00    0.000000   1.000000      1.000000
AC017007.5        0.000000e+00    0.000000   1.000000      1.000000
AC093879.1        0.000000e+00    0.000000   1.000000      1.000000
AC093879.2        0.000000e+00    0.000000   1.000000      1.000000
AC104779.1        0.000000e+00    0.000000   1.000000      1.000000
NDST4             0.000000e+00    0.000000   1.000000      1.000000
MTRNR2L13         0.000000e+00    0.000000   1.000000      1.000000
AC106892.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02262         0.000000e+00    0.000000   1.000000      1.000000
LINC02263         0.000000e+00    0.000000   1.000000      1.000000
LINC01378         0.000000e+00    0.000000   1.000000      1.000000
LINC02264         0.000000e+00    0.000000   1.000000      1.000000
PRSS12            0.000000e+00    0.000000   1.000000      1.000000
MYOZ2             0.000000e+00    0.000000   1.000000      1.000000
FABP2             0.000000e+00    0.000000   1.000000      1.000000
AC093752.3        0.000000e+00    0.000000   1.000000      1.000000
AC093752.2        0.000000e+00    0.000000   1.000000      1.000000
LINC01365         0.000000e+00    0.000000   1.000000      1.000000
LINC02502         0.000000e+00    0.000000   1.000000      1.000000
AC097173.2        0.000000e+00    0.000000   1.000000      1.000000
AC108866.1        0.000000e+00    0.000000   1.000000      1.000000
AC025741.1        0.000000e+00    0.000000   1.000000      1.000000
AC105254.1        0.000000e+00    0.000000   1.000000      1.000000
QRFPR             0.000000e+00    0.000000   1.000000      1.000000
AC079341.3        0.000000e+00    0.000000   1.000000      1.000000
TMEM155           0.000000e+00    0.000000   1.000000      1.000000
AC079341.1        0.000000e+00    0.000000   1.000000      1.000000
AC079341.2        0.000000e+00    0.000000   1.000000      1.000000
ADAD1             0.000000e+00    0.000000   1.000000      1.000000
IL21              0.000000e+00    0.000000   1.000000      1.000000
IL21-AS1          0.000000e+00    0.000000   1.000000      1.000000
AC093821.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02435         0.000000e+00    0.000000   1.000000      1.000000
LINC01091         0.000000e+00    0.000000   1.000000      1.000000
AC096732.1        0.000000e+00    0.000000   1.000000      1.000000
AC121154.1        0.000000e+00    0.000000   1.000000      1.000000
AC105919.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02379         0.000000e+00    0.000000   1.000000      1.000000
AC096773.1        0.000000e+00    0.000000   1.000000      1.000000
AC093772.1        0.000000e+00    0.000000   1.000000      1.000000
SLC25A31          0.000000e+00    0.000000   1.000000      1.000000
AC093591.2        0.000000e+00    0.000000   1.000000      1.000000
AC110609.1        0.000000e+00    0.000000   1.000000      1.000000
AC078850.1        0.000000e+00    0.000000   1.000000      1.000000
AC078850.2        0.000000e+00    0.000000   1.000000      1.000000
JADRR             0.000000e+00    0.000000   1.000000      1.000000
AC082650.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02466         0.000000e+00    0.000000   1.000000      1.000000
LINC02465         0.000000e+00    0.000000   1.000000      1.000000
LINC02479         0.000000e+00    0.000000   1.000000      1.000000
AC093831.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02377         0.000000e+00    0.000000   1.000000      1.000000
SNHG27            0.000000e+00    0.000000   1.000000      1.000000
AC096711.2        0.000000e+00    0.000000   1.000000      1.000000
AC096711.3        0.000000e+00    0.000000   1.000000      1.000000
AC096711.1        0.000000e+00    0.000000   1.000000      1.000000
AC114741.1        0.000000e+00    0.000000   1.000000      1.000000
LINC01256         0.000000e+00    0.000000   1.000000      1.000000
AC115622.1        0.000000e+00    0.000000   1.000000      1.000000
AC110751.1        0.000000e+00    0.000000   1.000000      1.000000
AC105383.1        0.000000e+00    0.000000   1.000000      1.000000
AC079380.1        0.000000e+00    0.000000   1.000000      1.000000
AC109830.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02462         0.000000e+00    0.000000   1.000000      1.000000
AC093722.1        0.000000e+00    0.000000   1.000000      1.000000
AC104619.2        0.000000e+00    0.000000   1.000000      1.000000
AC107463.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02485         0.000000e+00    0.000000   1.000000      1.000000
AC105362.1        0.000000e+00    0.000000   1.000000      1.000000
LINC00613         0.000000e+00    0.000000   1.000000      1.000000
AC073429.2        0.000000e+00    0.000000   1.000000      1.000000
AC018680.1        0.000000e+00    0.000000   1.000000      1.000000
AC073429.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02511         0.000000e+00    0.000000   1.000000      1.000000
LINC02510         0.000000e+00    0.000000   1.000000      1.000000
LINC02172         0.000000e+00    0.000000   1.000000      1.000000
AC116563.1        0.000000e+00    0.000000   1.000000      1.000000
AC131956.2        0.000000e+00    0.000000   1.000000      1.000000
AC131956.1        0.000000e+00    0.000000   1.000000      1.000000
LINC00616         0.000000e+00    0.000000   1.000000      1.000000
AC093903.1        0.000000e+00    0.000000   1.000000      1.000000
LINC00498         0.000000e+00    0.000000   1.000000      1.000000
LINC00499         0.000000e+00    0.000000   1.000000      1.000000
LINC00500         0.000000e+00    0.000000   1.000000      1.000000
AC098859.2        0.000000e+00    0.000000   1.000000      1.000000
AC093766.1        0.000000e+00    0.000000   1.000000      1.000000
AC109927.1        0.000000e+00    0.000000   1.000000      1.000000
AC109927.2        0.000000e+00    0.000000   1.000000      1.000000
AC112236.1        0.000000e+00    0.000000   1.000000      1.000000
AC131182.1        0.000000e+00    0.000000   1.000000      1.000000
MGAT4D            0.000000e+00    0.000000   1.000000      1.000000
UCP1              0.000000e+00    0.000000   1.000000      1.000000
AC096733.1        0.000000e+00    0.000000   1.000000      1.000000
AC107220.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02432         0.000000e+00    0.000000   1.000000      1.000000
AC097504.2        0.000000e+00    0.000000   1.000000      1.000000
LINC02276         0.000000e+00    0.000000   1.000000      1.000000
AC139720.2        0.000000e+00    0.000000   1.000000      1.000000
AC139720.1        0.000000e+00    0.000000   1.000000      1.000000
AC104596.1        0.000000e+00    0.000000   1.000000      1.000000
AC097658.2        0.000000e+00    0.000000   1.000000      1.000000
SMARCA5-AS1       0.000000e+00    0.000000   1.000000      1.000000
FREM3             0.000000e+00    0.000000   1.000000      1.000000
GYPB              0.000000e+00    0.000000   1.000000      1.000000
GYPA              0.000000e+00    0.000000   1.000000      1.000000
AC106871.1        0.000000e+00    0.000000   1.000000      1.000000
AC109811.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02266         0.000000e+00    0.000000   1.000000      1.000000
SMAD1-AS2         0.000000e+00    0.000000   1.000000      1.000000
SMAD1-AS1         0.000000e+00    0.000000   1.000000      1.000000
LINC02491         0.000000e+00    0.000000   1.000000      1.000000
AC093864.1        0.000000e+00    0.000000   1.000000      1.000000
C4orf51           0.000000e+00    0.000000   1.000000      1.000000
AC104791.1        0.000000e+00    0.000000   1.000000      1.000000
AC108206.1        0.000000e+00    0.000000   1.000000      1.000000
AC097372.2        0.000000e+00    0.000000   1.000000      1.000000
LINC01095         0.000000e+00    0.000000   1.000000      1.000000
AC097372.1        0.000000e+00    0.000000   1.000000      1.000000
POU4F2            0.000000e+00    0.000000   1.000000      1.000000
TTC29             0.000000e+00    0.000000   1.000000      1.000000
AC092435.2        0.000000e+00    0.000000   1.000000      1.000000
AC092435.1        0.000000e+00    0.000000   1.000000      1.000000
AC092435.3        0.000000e+00    0.000000   1.000000      1.000000
LINC02507         0.000000e+00    0.000000   1.000000      1.000000
AC093835.1        0.000000e+00    0.000000   1.000000      1.000000
AC069272.1        0.000000e+00    0.000000   1.000000      1.000000
AC108935.1        0.000000e+00    0.000000   1.000000      1.000000
AC108156.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02430         0.000000e+00    0.000000   1.000000      1.000000
LINC02355         0.000000e+00    0.000000   1.000000      1.000000
IQCM              0.000000e+00    0.000000   1.000000      1.000000
AC093893.1        0.000000e+00    0.000000   1.000000      1.000000
AC105343.1        0.000000e+00    0.000000   1.000000      1.000000
AC110813.1        0.000000e+00    0.000000   1.000000      1.000000
MAB21L2           0.000000e+00    0.000000   1.000000      1.000000
PRSS48            0.000000e+00    0.000000   1.000000      1.000000
FAM160A1-DT       0.000000e+00    0.000000   1.000000      1.000000
AC107074.1        0.000000e+00    0.000000   1.000000      1.000000
AC112242.1        0.000000e+00    0.000000   1.000000      1.000000
AC097375.2        0.000000e+00    0.000000   1.000000      1.000000
AC097375.1        0.000000e+00    0.000000   1.000000      1.000000
AC079340.1        0.000000e+00    0.000000   1.000000      1.000000
AC079340.2        0.000000e+00    0.000000   1.000000      1.000000
AC080078.1        0.000000e+00    0.000000   1.000000      1.000000
AC080078.2        0.000000e+00    0.000000   1.000000      1.000000
FBXW7-AS1         0.000000e+00    0.000000   1.000000      1.000000
AC106882.1        0.000000e+00    0.000000   1.000000      1.000000
TIGD4             0.000000e+00    0.000000   1.000000      1.000000
AC093599.1        0.000000e+00    0.000000   1.000000      1.000000
AC020703.1        0.000000e+00    0.000000   1.000000      1.000000
DCHS2             0.000000e+00    0.000000   1.000000      1.000000
AC079298.1        0.000000e+00    0.000000   1.000000      1.000000
AC079298.2        0.000000e+00    0.000000   1.000000      1.000000
FGB               0.000000e+00    0.000000   1.000000      1.000000
FGA               0.000000e+00    0.000000   1.000000      1.000000
FGG               0.000000e+00    0.000000   1.000000      1.000000
AC009567.1        0.000000e+00    0.000000   1.000000      1.000000
RBM46             0.000000e+00    0.000000   1.000000      1.000000
AC097467.3        0.000000e+00    0.000000   1.000000      1.000000
AC104407.1        0.000000e+00    0.000000   1.000000      1.000000
NPY2R             0.000000e+00    0.000000   1.000000      1.000000
AC097467.1        0.000000e+00    0.000000   1.000000      1.000000
AC107208.1        0.000000e+00    0.000000   1.000000      1.000000
ASIC5             0.000000e+00    0.000000   1.000000      1.000000
AC096736.3        0.000000e+00    0.000000   1.000000      1.000000
LINC02272         0.000000e+00    0.000000   1.000000      1.000000
AC096736.2        0.000000e+00    0.000000   1.000000      1.000000
AC096736.1        0.000000e+00    0.000000   1.000000      1.000000
AC092608.1        0.000000e+00    0.000000   1.000000      1.000000
AC093817.1        0.000000e+00    0.000000   1.000000      1.000000
AC098679.1        0.000000e+00    0.000000   1.000000      1.000000
AC121161.2        0.000000e+00    0.000000   1.000000      1.000000
C4orf45           0.000000e+00    0.000000   1.000000      1.000000
AC074344.2        0.000000e+00    0.000000   1.000000      1.000000
LINC02233         0.000000e+00    0.000000   1.000000      1.000000
LINC02477         0.000000e+00    0.000000   1.000000      1.000000
AC104793.1        0.000000e+00    0.000000   1.000000      1.000000
FSTL5             0.000000e+00    0.000000   1.000000      1.000000
AC023136.1        0.000000e+00    0.000000   1.000000      1.000000
AC005150.1        0.000000e+00    0.000000   1.000000      1.000000
AC022272.1        0.000000e+00    0.000000   1.000000      1.000000
TKTL2             0.000000e+00    0.000000   1.000000      1.000000
SMIM31            0.000000e+00    0.000000   1.000000      1.000000
AC106872.10       0.000000e+00    0.000000   1.000000      1.000000
TRIM60            0.000000e+00    0.000000   1.000000      1.000000
TRIM75P           0.000000e+00    0.000000   1.000000      1.000000
GK3P              0.000000e+00    0.000000   1.000000      1.000000
LINC01179         0.000000e+00    0.000000   1.000000      1.000000
AC097487.1        0.000000e+00    0.000000   1.000000      1.000000
SPOCK3            0.000000e+00    0.000000   1.000000      1.000000
AC079349.1        0.000000e+00    0.000000   1.000000      1.000000
AC116634.1        0.000000e+00    0.000000   1.000000      1.000000
AC079858.1        0.000000e+00    0.000000   1.000000      1.000000
AC080188.1        0.000000e+00    0.000000   1.000000      1.000000
AC021151.1        0.000000e+00    0.000000   1.000000      1.000000
AC096741.1        0.000000e+00    0.000000   1.000000      1.000000
AC084866.2        0.000000e+00    0.000000   1.000000      1.000000
AC084866.1        0.000000e+00    0.000000   1.000000      1.000000
LINC01612         0.000000e+00    0.000000   1.000000      1.000000
LINC02512         0.000000e+00    0.000000   1.000000      1.000000
LINC02382         0.000000e+00    0.000000   1.000000      1.000000
LINC02431         0.000000e+00    0.000000   1.000000      1.000000
LINC02504         0.000000e+00    0.000000   1.000000      1.000000
AC074254.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02174         0.000000e+00    0.000000   1.000000      1.000000
AC097534.1        0.000000e+00    0.000000   1.000000      1.000000
AC093849.1        0.000000e+00    0.000000   1.000000      1.000000
AC106895.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02269         0.000000e+00    0.000000   1.000000      1.000000
AC106895.2        0.000000e+00    0.000000   1.000000      1.000000
LINC02268         0.000000e+00    0.000000   1.000000      1.000000
AC012055.1        0.000000e+00    0.000000   1.000000      1.000000
AC012055.2        0.000000e+00    0.000000   1.000000      1.000000
AC116616.1        0.000000e+00    0.000000   1.000000      1.000000
AC096751.2        0.000000e+00    0.000000   1.000000      1.000000
GLRA3             0.000000e+00    0.000000   1.000000      1.000000
ADAM29            0.000000e+00    0.000000   1.000000      1.000000
AC105914.2        0.000000e+00    0.000000   1.000000      1.000000
AC095050.1        0.000000e+00    0.000000   1.000000      1.000000
AC131094.1        0.000000e+00    0.000000   1.000000      1.000000
GPM6A             0.000000e+00    0.000000   1.000000      1.000000
AC097537.1        0.000000e+00    0.000000   1.000000      1.000000
ASB5              0.000000e+00    0.000000   1.000000      1.000000
AC019163.1        0.000000e+00    0.000000   1.000000      1.000000
AC093801.1        0.000000e+00    0.000000   1.000000      1.000000
AC092673.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02509         0.000000e+00    0.000000   1.000000      1.000000
AC097518.1        0.000000e+00    0.000000   1.000000      1.000000
AC027627.1        0.000000e+00    0.000000   1.000000      1.000000
AC103879.1        0.000000e+00    0.000000   1.000000      1.000000
LINC01098         0.000000e+00    0.000000   1.000000      1.000000
LINC01099         0.000000e+00    0.000000   1.000000      1.000000
AC020551.1        0.000000e+00    0.000000   1.000000      1.000000
AC104803.1        0.000000e+00    0.000000   1.000000      1.000000
LINC00290         0.000000e+00    0.000000   1.000000      1.000000
LINC02500         0.000000e+00    0.000000   1.000000      1.000000
TEMN3-AS1         0.000000e+00    0.000000   1.000000      1.000000
AC098864.1        0.000000e+00    0.000000   1.000000      1.000000
AC079226.2        0.000000e+00    0.000000   1.000000      1.000000
AC079226.1        0.000000e+00    0.000000   1.000000      1.000000
AC019193.3        0.000000e+00    0.000000   1.000000      1.000000
WWC2-AS1          0.000000e+00    0.000000   1.000000      1.000000
CLDN24            0.000000e+00    0.000000   1.000000      1.000000
AC108477.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02363         0.000000e+00    0.000000   1.000000      1.000000
LINC02365         0.000000e+00    0.000000   1.000000      1.000000
AC084871.2        0.000000e+00    0.000000   1.000000      1.000000
MIR3945HG         0.000000e+00    0.000000   1.000000      1.000000
LINC01093         0.000000e+00    0.000000   1.000000      1.000000
LINC02437         0.000000e+00    0.000000   1.000000      1.000000
HELT              0.000000e+00    0.000000   1.000000      1.000000
LINC02436         0.000000e+00    0.000000   1.000000      1.000000
AC112722.1        0.000000e+00    0.000000   1.000000      1.000000
AC093797.1        0.000000e+00    0.000000   1.000000      1.000000
AC108472.1        0.000000e+00    0.000000   1.000000      1.000000
AC096659.1        0.000000e+00    0.000000   1.000000      1.000000
F11               0.000000e+00    0.000000   1.000000      1.000000
F11-AS1           0.000000e+00    0.000000   1.000000      1.000000
AC018709.1        0.000000e+00    0.000000   1.000000      1.000000
MTNR1A            0.000000e+00    0.000000   1.000000      1.000000
AC108865.1        0.000000e+00    0.000000   1.000000      1.000000
AC108865.2        0.000000e+00    0.000000   1.000000      1.000000
AC110772.1        0.000000e+00    0.000000   1.000000      1.000000
AC108474.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02374         0.000000e+00    0.000000   1.000000      1.000000
AC097652.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02514         0.000000e+00    0.000000   1.000000      1.000000
LINC02515         0.000000e+00    0.000000   1.000000      1.000000
AC093763.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02492         0.000000e+00    0.000000   1.000000      1.000000
AC097521.1        0.000000e+00    0.000000   1.000000      1.000000
ZFP42             0.000000e+00    0.000000   1.000000      1.000000
TRIML2            0.000000e+00    0.000000   1.000000      1.000000
TRIML1            0.000000e+00    0.000000   1.000000      1.000000
AC138781.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02434         0.000000e+00    0.000000   1.000000      1.000000
AC093909.2        0.000000e+00    0.000000   1.000000      1.000000
LINC02508         0.000000e+00    0.000000   1.000000      1.000000
AC093909.4        0.000000e+00    0.000000   1.000000      1.000000
AC122138.1        0.000000e+00    0.000000   1.000000      1.000000
AC107391.1        0.000000e+00    0.000000   1.000000      1.000000
AC105924.1        0.000000e+00    0.000000   1.000000      1.000000
LINC01262         0.000000e+00    0.000000   1.000000      1.000000
AF250324.1        0.000000e+00    0.000000   1.000000      1.000000
LINC01596         0.000000e+00    0.000000   1.000000      1.000000
FRG2              0.000000e+00    0.000000   1.000000      1.000000
DBET              0.000000e+00    0.000000   1.000000      1.000000
DUX4              0.000000e+00    0.000000   1.000000      1.000000
LRRC14B           0.000000e+00    0.000000   1.000000      1.000000
AC021087.1        0.000000e+00    0.000000   1.000000      1.000000
AC106772.2        0.000000e+00    0.000000   1.000000      1.000000
AC106772.1        0.000000e+00    0.000000   1.000000      1.000000
AC122719.1        0.000000e+00    0.000000   1.000000      1.000000
AC122719.2        0.000000e+00    0.000000   1.000000      1.000000
SLC6A19           0.000000e+00    0.000000   1.000000      1.000000
SLC6A18           0.000000e+00    0.000000   1.000000      1.000000
LINC01511         0.000000e+00    0.000000   1.000000      1.000000
AC091849.2        0.000000e+00    0.000000   1.000000      1.000000
AC112176.1        0.000000e+00    0.000000   1.000000      1.000000
AC025183.3        0.000000e+00    0.000000   1.000000      1.000000
LINC02116         0.000000e+00    0.000000   1.000000      1.000000
AC025183.2        0.000000e+00    0.000000   1.000000      1.000000
AC126768.2        0.000000e+00    0.000000   1.000000      1.000000
AC126768.1        0.000000e+00    0.000000   1.000000      1.000000
AC126768.3        0.000000e+00    0.000000   1.000000      1.000000
AC091891.2        0.000000e+00    0.000000   1.000000      1.000000
AC091891.1        0.000000e+00    0.000000   1.000000      1.000000
AC094105.1        0.000000e+00    0.000000   1.000000      1.000000
AC112192.1        0.000000e+00    0.000000   1.000000      1.000000
AC091832.1        0.000000e+00    0.000000   1.000000      1.000000
LINC01019         0.000000e+00    0.000000   1.000000      1.000000
LINC02162         0.000000e+00    0.000000   1.000000      1.000000
LINC01017         0.000000e+00    0.000000   1.000000      1.000000
AC016595.1        0.000000e+00    0.000000   1.000000      1.000000
AC025773.1        0.000000e+00    0.000000   1.000000      1.000000
AC025187.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02063         0.000000e+00    0.000000   1.000000      1.000000
AC106799.3        0.000000e+00    0.000000   1.000000      1.000000
AC106799.2        0.000000e+00    0.000000   1.000000      1.000000
AC106799.1        0.000000e+00    0.000000   1.000000      1.000000
AC010634.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02114         0.000000e+00    0.000000   1.000000      1.000000
AC026719.1        0.000000e+00    0.000000   1.000000      1.000000
AC026719.2        0.000000e+00    0.000000   1.000000      1.000000
AC026415.1        0.000000e+00    0.000000   1.000000      1.000000
AC010451.3        0.000000e+00    0.000000   1.000000      1.000000
AC010451.1        0.000000e+00    0.000000   1.000000      1.000000
LINC01020         0.000000e+00    0.000000   1.000000      1.000000
AC010451.2        0.000000e+00    0.000000   1.000000      1.000000
LINC02121         0.000000e+00    0.000000   1.000000      1.000000
AC022424.1        0.000000e+00    0.000000   1.000000      1.000000
AC022424.2        0.000000e+00    0.000000   1.000000      1.000000
AC010266.2        0.000000e+00    0.000000   1.000000      1.000000
AC010266.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02102         0.000000e+00    0.000000   1.000000      1.000000
AC122710.2        0.000000e+00    0.000000   1.000000      1.000000
LINC02236         0.000000e+00    0.000000   1.000000      1.000000
AC122710.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02196         0.000000e+00    0.000000   1.000000      1.000000
AC091951.4        0.000000e+00    0.000000   1.000000      1.000000
AC027343.3        0.000000e+00    0.000000   1.000000      1.000000
LINC02123         0.000000e+00    0.000000   1.000000      1.000000
AC027343.1        0.000000e+00    0.000000   1.000000      1.000000
AC027343.2        0.000000e+00    0.000000   1.000000      1.000000
LINC02142         0.000000e+00    0.000000   1.000000      1.000000
AC093305.1        0.000000e+00    0.000000   1.000000      1.000000
AC025174.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02226         0.000000e+00    0.000000   1.000000      1.000000
AC091965.1        0.000000e+00    0.000000   1.000000      1.000000
AC027328.1        0.000000e+00    0.000000   1.000000      1.000000
AC091932.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02199         0.000000e+00    0.000000   1.000000      1.000000
AC021088.1        0.000000e+00    0.000000   1.000000      1.000000
AC091906.1        0.000000e+00    0.000000   1.000000      1.000000
SEMA5A-AS1        0.000000e+00    0.000000   1.000000      1.000000
TAS2R1            0.000000e+00    0.000000   1.000000      1.000000
LINC02112         0.000000e+00    0.000000   1.000000      1.000000
LINC02221         0.000000e+00    0.000000   1.000000      1.000000
AC034229.1        0.000000e+00    0.000000   1.000000      1.000000
AC034229.2        0.000000e+00    0.000000   1.000000      1.000000
AC034229.3        0.000000e+00    0.000000   1.000000      1.000000
AC012640.1        0.000000e+00    0.000000   1.000000      1.000000
AC012640.3        0.000000e+00    0.000000   1.000000      1.000000
ROPN1L-AS1        0.000000e+00    0.000000   1.000000      1.000000
AC092336.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02212         0.000000e+00    0.000000   1.000000      1.000000
LINC02213         0.000000e+00    0.000000   1.000000      1.000000
ANKRD33B-AS1      0.000000e+00    0.000000   1.000000      1.000000
AC012629.2        0.000000e+00    0.000000   1.000000      1.000000
AC012629.1        0.000000e+00    0.000000   1.000000      1.000000
AC106771.1        0.000000e+00    0.000000   1.000000      1.000000
LINC01194         0.000000e+00    0.000000   1.000000      1.000000
LINC02220         0.000000e+00    0.000000   1.000000      1.000000
AC016553.1        0.000000e+00    0.000000   1.000000      1.000000
AC016576.1        0.000000e+00    0.000000   1.000000      1.000000
AC016651.1        0.000000e+00    0.000000   1.000000      1.000000
AC010638.1        0.000000e+00    0.000000   1.000000      1.000000
AC016650.1        0.000000e+00    0.000000   1.000000      1.000000
AC092335.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02150         0.000000e+00    0.000000   1.000000      1.000000
AC020980.1        0.000000e+00    0.000000   1.000000      1.000000
AC022113.2        0.000000e+00    0.000000   1.000000      1.000000
AC026790.1        0.000000e+00    0.000000   1.000000      1.000000
BASP1-AS1         0.000000e+00    0.000000   1.000000      1.000000
AC026785.2        0.000000e+00    0.000000   1.000000      1.000000
AC026785.3        0.000000e+00    0.000000   1.000000      1.000000
LINC02111         0.000000e+00    0.000000   1.000000      1.000000
LINC02217         0.000000e+00    0.000000   1.000000      1.000000
LINC02218         0.000000e+00    0.000000   1.000000      1.000000
AC106774.10       0.000000e+00    0.000000   1.000000      1.000000
AC106774.8        0.000000e+00    0.000000   1.000000      1.000000
AC106774.9        0.000000e+00    0.000000   1.000000      1.000000
AC106774.7        0.000000e+00    0.000000   1.000000      1.000000
AC106774.6        0.000000e+00    0.000000   1.000000      1.000000
AC106774.5        0.000000e+00    0.000000   1.000000      1.000000
AC233724.20       0.000000e+00    0.000000   1.000000      1.000000
AC233724.17       0.000000e+00    0.000000   1.000000      1.000000
AC233724.18       0.000000e+00    0.000000   1.000000      1.000000
AC233724.19       0.000000e+00    0.000000   1.000000      1.000000
AC233724.15       0.000000e+00    0.000000   1.000000      1.000000
AC233724.6        0.000000e+00    0.000000   1.000000      1.000000
AC233724.16       0.000000e+00    0.000000   1.000000      1.000000
AC233724.12       0.000000e+00    0.000000   1.000000      1.000000
H3.Y              0.000000e+00    0.000000   1.000000      1.000000
LINC02223         0.000000e+00    0.000000   1.000000      1.000000
LINC02100         0.000000e+00    0.000000   1.000000      1.000000
AC106744.1        0.000000e+00    0.000000   1.000000      1.000000
AC106744.2        0.000000e+00    0.000000   1.000000      1.000000
CDH18             0.000000e+00    0.000000   1.000000      1.000000
CDH18-AS1         0.000000e+00    0.000000   1.000000      1.000000
LINC02241         0.000000e+00    0.000000   1.000000      1.000000
LINC02146         0.000000e+00    0.000000   1.000000      1.000000
AC091946.1        0.000000e+00    0.000000   1.000000      1.000000
CDH12             0.000000e+00    0.000000   1.000000      1.000000
AC010445.1        0.000000e+00    0.000000   1.000000      1.000000
PRDM9             0.000000e+00    0.000000   1.000000      1.000000
C5orf17           0.000000e+00    0.000000   1.000000      1.000000
AC010387.1        0.000000e+00    0.000000   1.000000      1.000000
AC091885.2        0.000000e+00    0.000000   1.000000      1.000000
LINC02239         0.000000e+00    0.000000   1.000000      1.000000
