,B-cells,CAFs,Cancer Epithelial,Endothelial,Myeloid,Normal Epithelial,PVL,Plasmablasts,T-cells
Bulk_0018,0.09646438917147376,0.36512984130391374,0.12412391111437855,0.16631365655239494,0.04271783585437658,0.11433438910690437,0.019915771983310956,0.06665307273602386,0.004347132177223259
Bulk_0019,0.07933806030760038,0.0934763817585737,0.11809771609130348,0.24843331452862905,0.15291950184073427,0.02462102225539468,0.17355067298557306,0.012926118878581864,0.09663721135360966
Bulk_0020,0.06806604389876705,0.20912853977003068,0.15427634603430723,0.35627898699900445,0.0516233844233466,0.0076432507805275175,0.03750484523750438,0.07851347156416115,0.03696513129235099
Bulk_0021,0.031882538319836465,0.37265120816028596,0.02659554074204746,0.016237260403473987,0.1713043103593171,0.07893155946706507,0.12247553444225663,0.17113470193471647,0.008787346171000875
Bulk_0022,0.05725641611028995,0.03393642124223656,0.3378922239880478,0.3382570453466903,0.03410699728523848,0.0384535425141305,0.08104879591193226,0.057816390717976396,0.021232166883457654
Bulk_0023,0.012386321215990549,0.12977103980400073,0.019422147209742696,0.004350822835961577,0.1809664077950622,0.1820690428565917,0.14593381963445815,0.3116928506229497,0.013407548025242716
Bulk_0024,0.07294435019137031,0.04050753694499215,0.39127023499745256,0.13436811757940093,0.0677077334286567,0.1445541202444318,0.06545213760730423,0.0018049863983524359,0.08139078260803893
Bulk_0025,0.015389344793129825,0.10238214449189674,0.07634151320804222,0.07588360286719435,0.19863509035661733,0.26932693546455394,0.0808758734753155,0.05583999330213037,0.12532550204111986
Bulk_0026,0.06411523981892421,0.07826385004440974,0.09065826590523661,0.17581847391685212,0.09524065145980827,0.2507330036218415,0.1608890390608544,0.03312950004348161,0.05115197612859153
Bulk_0027,0.10623584259862755,0.03129975442917987,0.06875603031065441,0.029682600305487326,0.2534866335122589,0.1664496966732182,0.0605733141846362,0.10980661230538728,0.17370951568055015
Bulk_0028,0.016521096043846946,0.21432989275197137,0.03305678930391051,0.01294040525714825,0.28701826432392,0.1267114701024936,0.1839344942589767,0.11149365003000287,0.013993937927729575
Bulk_0029,0.024560865332665393,0.08512597583420992,0.00876704695550409,0.06961200168596768,0.22924383594919034,0.07775073695790356,0.22256227768414388,0.17388764866285614,0.10848961093755889
Bulk_0030,0.08887464706049827,0.02401217451077303,0.057496134132205,0.08546855181917604,0.37286190645147244,0.12375628543501623,0.058725510037088084,0.015155043954998719,0.17364974659877216
Bulk_0031,0.01515635831350457,0.10048166514197676,0.059305388266139104,0.30761246086354954,0.06622104271583042,0.1162583733202222,0.20346144713327452,0.04401223560716583,0.08749102863833705
Bulk_0032,0.01805083654206159,0.2671291623386664,0.11083152850281384,0.07302877961048089,0.10115285521826174,0.08649938089445744,0.248963980622714,0.0015321207477653205,0.09281135552277882
Bulk_0033,0.22588207321217108,0.1819321537018603,0.4173021764571355,0.006808578902003198,0.059489316250724,0.03338540049307606,0.04851007063196245,0.023548775421883855,0.0031414549291834642
Bulk_0034,0.05960854960764853,0.41667332597346407,0.08858122430749664,0.1436369803445523,0.09107146226165752,0.02186338658766337,0.029268217165972665,0.09596552244472364,0.05333133130682144
Bulk_0035,0.057228925469664134,0.11224489766265791,0.004369169550941678,0.28126210166762416,0.13720920088713368,0.0667230387234071,0.12857677755598057,0.15433128831913712,0.05805460016345377
Bulk_0036,0.07178619189200024,0.05807334311176467,0.15686175814979822,0.22279855044652713,0.0053379713666402975,0.014498805342739632,0.22295721733144128,0.08486187455518025,0.1628242878039083
Bulk_0037,0.17565023230972904,0.030769762537374887,0.20182063311705123,0.13915494534906486,0.03282794064829926,0.001505098787023707,0.0086410021213378,0.23183022800541853,0.17780015712470054
Bulk_0038,0.06845779629050133,0.04394900062214386,0.07196192443312424,0.41829270407268865,0.09474664433549063,0.18587597929283917,0.013526084218325046,0.05788311014147222,0.045306756593415015
Bulk_0039,0.08943961674499079,0.022025846969655004,0.1395277782373969,0.09772839681736456,0.001214853833555164,0.12713314547906598,0.015724230294942063,0.36880891950954814,0.13839721211348138
Bulk_0040,0.07643809577788824,0.05051231641846651,0.06271602839390931,0.37003949964258454,0.1402577442455143,0.026200530124839413,0.23088051967176154,0.031341006726011186,0.011614258999024981
Bulk_0041,0.08361347470632034,0.26427481966584365,0.055914057391675896,0.050749024187573176,0.3621435266344849,0.015043914666840802,0.02875281752603994,0.0662134585510156,0.07329490667020579
Bulk_0042,0.008395672275895437,0.1203816094219319,0.09797638365536464,0.04951201265336841,0.22154702383566582,0.18791237479342413,0.12527158222158807,0.1632946156042423,0.02570872553851922
Bulk_0043,0.19049873900252426,0.09054380848451582,0.05290352874930377,0.16538919533305832,0.05949283852120515,0.16449553366295203,0.06310192961946189,0.08246603103755536,0.13110839558942314
Bulk_0044,0.059272786106187664,0.19983302244420464,0.2639669689629962,0.19639829181417282,0.006764667475696229,0.028766611856371194,0.023470361546486497,0.00611849637572253,0.21540879341816224
Bulk_0045,0.1420563424966348,0.4075216494282928,0.008337291922207307,0.16083155977501976,0.013545927344164238,0.03654928995404586,0.08630854954106226,0.03640809607960679,0.1084412934589663
Bulk_0046,0.07782874258363706,0.03292566491165426,0.31260821655278453,0.11652263616463043,0.0725837407426847,0.03790501638960225,0.10705871584361355,0.12448315353327019,0.11808411327812318
Bulk_0047,0.22667106736654785,0.1440944143349071,0.09276575739055147,0.01397721181866942,0.23761197803756848,0.07571157297917527,0.0626227928578078,0.03686567659267161,0.10967952862210115
Bulk_0048,0.05689126780710855,0.0541885038839695,0.05043743452381444,0.038152946385772026,0.14644670136092883,0.043236055115574434,0.4236001471332921,0.06582889992369546,0.12121804386584485
Bulk_0049,0.07330390852475437,0.014724080242174644,0.04536040458936176,0.3784187896267799,0.0738065253881852,0.11368802207493871,0.10235082192749105,0.022369124493221985,0.1759783231330923
Bulk_0050,0.030914049496231652,0.3415800531624703,0.012102427429167482,0.020829666906377057,0.20392009895313662,0.049850855930999464,0.10467881877309036,0.1317860784120705,0.1043379509364566
Bulk_0051,0.0044442602527286846,0.15435843840465524,0.0575305539331778,0.013812090793657129,0.3354059769848856,0.0917416995704638,0.19471715973594397,0.017091998978529838,0.13089782134595773
Bulk_0052,0.018906231614893017,0.05458107662128754,0.1732935550000062,0.2860406606445486,0.2711466986426418,0.013836884594774043,0.039236826165052856,0.11807536344533723,0.024882703271458757
Bulk_0053,0.6118547197183,0.08146147098760059,0.03763625680711183,0.043755539759859144,0.08634585178828386,0.0007721784996771034,0.036448631912673723,0.004967727369384496,0.09675762315710917
Bulk_0054,0.10633128826972715,0.1836955059285279,0.06873194626420925,0.026771131121129825,0.013423337625472872,0.2369521200121119,0.09326406970308015,0.0372370608846406,0.23359354019110037
Bulk_0055,0.14796017556320734,0.4105914526063656,0.14202842698935395,0.031035922790639804,0.038616213723880424,0.08382369929936373,0.10105985290847462,0.00820995217574984,0.03667430394296454
Bulk_0056,0.013509408083126537,0.017297525619525606,0.007404270182040681,0.05610010069386016,0.06248699482733345,0.5107071933902871,0.2159493380673709,0.05675846340559576,0.059786705730859854
Bulk_0057,0.10528366402595667,0.3176985086057949,0.004230144167784781,0.11565145628744661,0.009654362894395929,0.17702494468271526,0.2572047350409253,0.010278927366023571,0.002973256928956866
Bulk_0058,0.07354312025757019,0.14018294600774725,0.002252447668004424,0.2650926132753388,0.2736657409955075,0.09630210449894369,0.002299865130094132,0.06355011836060498,0.08311104380618892
Bulk_0059,0.04004493642588231,0.019787438292114396,0.021164661861004457,0.40172715975693285,0.015437115405737382,0.2265367283349076,0.008066517087233606,0.19931388316228463,0.06792155967390297
Bulk_0060,0.16907580753306925,0.05714353942040062,0.006301706228483396,0.10582043313826046,0.04870725164098522,0.2693794168704882,0.042288674585245385,0.00465765997641575,0.29662551060665177
Bulk_0061,0.09837184775212075,0.07268734528527804,0.0965444600235995,0.13315269362027454,0.2992980431632622,0.1484977967305369,0.010878168803885188,0.062082721528136015,0.0784869230929069
Bulk_0062,0.020214039341371687,0.06187431111518942,0.04884286336485092,0.037562929390659486,0.07075172556742726,0.3647489729292404,0.236567137302875,0.09436261519461427,0.06507540579377132
Bulk_0063,0.08200123234790357,0.002020954594280149,0.05173899790687091,0.1384824812495791,0.015773008745185876,0.01081153909123143,0.12837112072731988,0.26092140918486756,0.3098792561527617
Bulk_0064,0.11813244581179085,0.09663724564736234,0.03421344056761918,0.04040735998611687,0.012241392409049782,0.1659696413005219,0.021804462993448893,0.21125778235293186,0.2993362289311584
Bulk_0065,0.04974965318020239,0.036416648399307874,0.41134723545508667,0.1324575943771559,0.022629175855353918,0.07446182812047517,0.0942000371166623,0.14315710485130448,0.035580722644451356
Bulk_0066,0.11075576730006882,0.029511021820981944,0.36264228264862713,0.026500949482651925,0.012863061944224876,0.1597772144683269,0.08293864985436356,0.08998024466812148,0.12503080781263337
Bulk_0067,0.05475334536417917,0.16733989473909458,0.027584581617723647,0.09382891333151405,0.057840170108098166,0.37662028325151103,7.923982461285596e-05,0.04708778533696919,0.1748657864262973
Bulk_0068,0.046693406581597686,0.05815564079604661,0.2679724139398066,0.019599368318520476,0.19565393464087186,0.2960939218061727,0.043983268331718804,0.022577669490800787,0.04927037609446436
Bulk_0069,0.05454958466572434,0.10801798199622324,0.0007648664325100352,0.04342377183433896,0.30799151506318717,0.020822807220213926,0.2866058522475187,0.12928506553389235,0.04853855500639124
Bulk_0070,0.10498190032024857,0.008366501911992716,0.041944077170008705,0.16274722158713703,0.0996972239723533,0.2425789220533655,0.03891129874025199,0.2372159062663941,0.063556947978248
Bulk_0071,0.3170412375151898,0.12397877763311331,0.02512954992111649,0.0068565918606217895,0.08403297125249683,0.18345779110751126,0.006226073060607526,0.0410997439322148,0.2121772637171282
Bulk_0072,0.09198647648866842,0.10213053835266014,0.1195636047942448,0.25973853971666677,0.06630881266925345,0.06942954621320009,0.13051276750089408,0.05537335666666976,0.10495635759774244
Bulk_0073,0.03844243825679817,0.19848376680056362,0.003190032291762561,0.069733388852057,0.1430844970866175,0.322887829820952,0.10091418395263164,0.003867735176470068,0.11939612776214759
Bulk_0074,0.13375477132102093,0.08015462085116053,0.032933372255332626,0.11674531140963475,0.10910478565776104,0.21721861700369913,0.03234318467782198,0.2545864967098972,0.023158840113671864
Bulk_0075,0.10222633186029133,0.0025421844077487977,0.4298979757799077,0.22024528061063897,0.006226143053809948,0.14875851859611414,0.02526549367035828,0.007497062737672017,0.057341009283458616
Bulk_0076,0.04456056389238266,0.1201698347800186,0.5166093633846961,0.09903481736637068,0.022564429907009232,0.007314893857213084,0.07460265945436499,0.0729644182975129,0.04217901906043185
Bulk_0077,0.05745054737191993,0.03376586866503715,0.037573402576251434,0.10813369942526653,0.417173536331642,0.09159761304675196,0.210345347771326,0.030771560586146773,0.013188424225658258
Bulk_0078,0.05778742963000491,0.033261478019625874,0.0383351933775681,0.16606469454992492,0.2840788419633646,0.06811701945945388,0.12704643950705352,0.024710116261095344,0.2005987872319089
Bulk_0079,0.47435118803221477,0.034071029413054586,0.15468137549865288,0.029502637267183274,0.04647987357515472,0.12068386358650601,0.03908318465693484,0.09864541199772131,0.0025014359725777343
Bulk_0080,0.04942907730537553,0.4316442238677212,0.0889863749784171,0.007468769229603583,0.06599087746374936,0.19968198072179655,0.015041307967205335,0.10417232784687258,0.03758506061925858
Bulk_0081,0.07201151092764152,0.0793046898899602,0.012830535150123173,0.10488249086725392,0.11926621530820401,0.24793728378484117,0.07541735533063769,0.17464579286748813,0.11370412587385036
Bulk_0082,0.21871569564221383,0.10310479870615356,0.008817667020103889,0.06473848564845339,0.08119111804396031,0.026069560494055326,0.20606482583679564,0.27717816990254107,0.014119678705723029
Bulk_0083,0.17034742919375717,0.0538721443724491,0.06122184785029506,0.12292100776516665,0.03573699642852568,0.08512640023949503,0.1715007845257065,0.0018799060952403802,0.2973934835293644
Bulk_0084,0.3164434856943665,0.06282443162424971,0.018062396003522326,0.1149961331814584,0.008066016258805913,0.043800470141521754,0.14397851404974685,0.06591790098076146,0.22591065206556715
Bulk_0085,0.15894420358513667,0.011961790259065947,0.028706878817823772,0.15920215122670864,0.12536281581219177,0.04187955746782483,0.06495350794056386,0.367112387738222,0.041876707152462576
Bulk_0086,0.023885633473451715,0.16102848553960458,0.14339214187737395,0.31380623201576446,0.039862264224373445,0.1202368706464865,0.07871980161775513,0.008372354937492029,0.11069621566769829
Bulk_0087,0.0256669717420498,0.0670709078575779,0.17682207906255665,0.04483582430431554,0.287563093665607,0.13223430684244306,0.07666958993709826,0.09473916086223504,0.09439806572611693
Bulk_0088,0.05857720360977571,0.36377719134889636,0.1071929771503174,0.019848937594432115,0.22543371128733128,0.01613578505225898,0.07047368852054353,0.09614454681841317,0.04241595861803156
Bulk_0089,0.0042805679058927565,0.10098698605133194,0.04624411064459329,0.13847440237812653,0.2105343926607472,0.20505164144178237,0.16129164045251723,0.0097582564860143,0.12337800197899455
Bulk_0090,0.042289806719606166,0.24124982652903162,0.019293219916234,0.05482805520969789,0.023318950417759488,0.2584590054571634,0.07258845463041366,0.04381953796327373,0.24415314315682
Bulk_0091,0.2860582762664033,0.15212997380073545,0.24480977466618234,0.0044155561468487235,0.1010802357682448,0.08146364649766,0.009054943443619835,0.035483151836005956,0.08550444157429961
Bulk_0092,0.07997548783935007,0.03164023872153465,0.029505415243971902,0.16248720114757298,0.04432428725129763,0.13753848402052682,0.17988363451455472,0.215578252451827,0.11906699880936432
Bulk_0093,0.07017252368242616,0.043361430408430914,0.14879653767412698,0.07829889572242035,0.48851745380611894,0.04096909831259302,0.07418198553558383,0.015217439652363383,0.04048463520593624
Bulk_0094,0.08908519095538162,0.24533307139758104,0.32498159764451207,0.04915464772555992,0.0029220216067045585,0.17088745363471117,0.04689248669451031,0.003127866414837915,0.06761566392620158
Bulk_0095,0.002522432591902121,0.005680700773778675,0.4250074639842595,0.056537876842806103,0.012190734050049477,0.04939289481224428,0.009253733869475391,0.33319297925362024,0.10622118382186416
Bulk_0096,0.11000642730238666,0.17258508875509287,0.02578282066444773,0.11777124072459147,0.004241720584549811,0.4849141616209091,0.0018510699615048505,0.022053463395971543,0.06079400699054617
Bulk_0097,0.1397436645754237,0.006395736899050574,0.09653913734781562,0.01703968574241338,0.48199380140752274,0.19262122705236728,0.01615179265360998,0.011722881459741017,0.03779207286205599
Bulk_0098,0.0022187896454046426,0.014494682386325041,0.013300524936771039,0.1981026972338545,0.05690535033834702,0.10382656621602945,0.33568774331134776,0.189499586347729,0.08596405958419145
Bulk_0099,0.17234705511370543,0.27924927664317234,0.020694054441020574,0.03459416000393848,0.013843219336669026,0.12916944563098806,0.030198013597038036,0.2976384183721791,0.022266356861288923
Bulk_0100,0.12125371055149022,0.029041923552789582,0.007296661386885916,0.08259158775518513,0.11111851296088995,0.1839571396622714,0.1943075499885903,0.016211256216399215,0.2542216579254984
Bulk_0101,0.03684918622927176,0.026813923968522873,0.05258692543813036,0.19601586002647384,0.3865832148864909,0.04111977549865185,0.12894658936436232,0.012897073599717741,0.11818745098837838
Bulk_0102,0.035039459950274784,0.020798716021994963,0.19468299631742692,0.0007026588912299416,0.21144600790678347,0.0622319744579034,0.14206490441844866,0.05457961544998348,0.2784536665859543
Bulk_0103,0.058238017574191114,0.18354650640362494,0.05654463610457506,0.06153263000243297,0.24513348494068685,0.042389512393043005,0.032976531653613146,0.3102829901853274,0.00935569074250555
Bulk_0104,0.021104805805193447,0.17362087962493195,0.01546440392845443,0.2610398724677199,0.1346373207365223,0.07933025835676766,0.09717845939967748,0.01138559821380459,0.20623840146692823
Bulk_0105,0.1343034232592659,0.061718396141413674,0.03903122689867794,0.05339868719242969,0.30596183713780634,0.09366375678183134,0.046723832983191764,0.21679668394711935,0.04840215565826409
Bulk_0106,0.007590877841209779,0.10922456990714276,0.1318036435022145,0.21924642859519022,0.05436496733680693,0.3652194919154219,0.025352156610938155,0.08545200113659225,0.0017458631544834098
Bulk_0107,0.26206722239000413,0.021210623297502642,0.0203939476694391,0.022620884332256716,0.20369389208864366,0.025593145578900942,0.08226160305803767,0.2872914789227454,0.0748672026624699
Bulk_0108,0.1733039687922281,0.0070573078812798005,0.10808111623056506,0.04595990437430351,0.13327350328330545,0.03298279231288392,0.044879248585906126,0.404155351311487,0.050306807228040935
Bulk_0109,0.06494908487167586,0.11744470620149525,0.2520348176230876,0.006212647067484573,0.23732078101594067,0.025642688073855127,0.25521450561718595,0.0145673753402825,0.026613394188992487
Bulk_0110,0.30099847221099796,0.10644547282804577,0.0001999318423091287,0.19215111619964964,0.040070094960594424,0.030443403634375893,0.1261050406830857,0.13965985802076394,0.06392660962017732
Bulk_0111,0.0027177157932055016,0.017726787045191664,0.07536149910359634,0.30975171948357316,0.10734401065928106,0.02816486443544874,0.4239799549153053,0.014472726570520544,0.02048072199387746
Bulk_0112,0.26226904174982435,0.2227287808144055,0.00772044916187366,0.0919598356302234,0.023831191839407934,0.0760026266321684,0.0030986813550979105,0.17788328021164782,0.13450611260535097
Bulk_0113,0.07410702042171678,0.0021230858093304323,0.14598899363978635,0.01097476943351452,0.168879472712505,0.3024558763804895,0.06811335433407543,0.10884491846584486,0.11851250880273734
Bulk_0114,0.020071099647296555,0.24426356269267976,0.040912678334719,0.07460025138890461,0.07596710330142964,0.031024566296352585,0.28796920810146204,0.17747102764023753,0.047720502596918235
Bulk_0115,0.26193453979813786,0.02294998453071392,0.0014469151943991543,0.04622889996383749,0.005549229542918987,0.07200382728265894,0.08141793181804789,0.2073852705324752,0.3010834013368106
Bulk_0116,0.009504355566043662,0.06109623058394427,0.09012329540406035,0.10475869010549524,0.1428142151083383,0.06228204399307566,0.29440373075491055,0.22887486734720422,0.006142571136927596
Bulk_0117,0.1465839187063826,0.13478070678130755,0.04909645202394544,0.06026423456515023,0.053347256809906235,0.2775466197188621,0.20431162645467862,0.01628431828513036,0.05778486665463707
Bulk_0118,0.1655115562553269,0.18566411831125973,0.07381395349754727,0.12764754642577422,0.14633181695071876,0.1536226787733628,0.03294190781150237,0.11202686781121483,0.002439554163293092
Bulk_0119,0.025806619347770416,0.22910489543141502,0.028071324432645435,0.28278149876420655,0.1187303486997876,0.044738905041098315,0.006285962952489386,0.04790172543222632,0.21657871989836097
Bulk_0120,0.04256941542571271,0.413812354580567,0.18326755986948745,0.061626900542028795,0.10820476580703701,0.003200382366639591,0.011750577511116486,0.00878690611948422,0.16678113777792686
Bulk_0121,0.013437741770950369,0.013467940151746008,0.17621322654575983,0.06488396679142346,0.1247584284053231,0.14499991852158314,0.07595823342870256,0.062370003124611315,0.32391054125990015
Bulk_0122,0.17709643921094564,0.278383591298121,0.0381971689855347,0.014131453633064712,0.14462861807175417,0.0002892646040832295,0.0028404393935491743,0.23046994359004128,0.11396308121290605
Bulk_0123,0.08960995982994448,0.2174698950349063,0.06367249475694185,0.24742170448775555,0.06519016388441293,0.03789379326187376,0.004288729124331068,0.13483951025854432,0.13961374936128984
Bulk_0124,0.02981031648786255,0.38541233435577854,0.20353419539822282,0.047624541108740565,0.036431796639944274,0.17440772907920846,0.07648664919529126,0.037195251154622966,0.009097186580328532
Bulk_0125,0.08998244999316572,0.2457946513086906,0.02948851868780405,0.007304051910311745,0.05952414219403409,0.1513366287816982,0.03791312198023225,0.09876206241782379,0.2798943727262395
Bulk_0126,0.0708526114278383,0.024424989034255457,0.0674895365674791,0.20466740441354173,0.31123803826162627,0.024082551955490014,0.030827634821523817,0.18462472738039748,0.08179250613784775
Bulk_0127,0.3007595236699203,0.04826508109654237,0.23418012486313824,0.16954368625700547,0.024407389779587372,0.10848943674211833,0.026862117643971735,0.03664949980881255,0.050843140138903696
Bulk_0128,0.2309769182629623,0.06381666140131155,0.09808007029434174,0.1934516842210073,0.10918378881081517,0.11071264646890085,0.13671261747793131,0.05479617614490778,0.0022694369178222432
Bulk_0129,0.18897538064428307,0.12126103987898641,0.02549750898933151,0.029747096468293127,0.12693025358748478,0.13218423791661274,0.1450467351782114,0.10594769437198343,0.12441005296481354
Bulk_0130,0.15612727421455988,0.0892098241863247,0.10447015358011273,0.23328476478031293,0.049863666756543565,0.2722971087586339,0.0558833907151858,0.026391020035957134,0.01247279697236946
Bulk_0131,0.12108355909943992,0.0017186512593658834,0.08640742309363854,0.30610559818704763,0.12568823259692077,0.13776799403178067,0.14763575190842704,0.010018593141364983,0.06357419668201446
Bulk_0132,0.4083702299084778,0.04527240437881957,0.16891064561258526,0.12548227258405326,0.0406303900905715,0.08349199112924409,0.043401278597029073,0.022182084209807332,0.06225870348941205
Bulk_0133,0.07568641383512133,0.3253203440443879,0.024861843995819845,0.124314006479395,0.07268332568400714,0.00623920479499927,0.1355803564753735,0.19156563008641514,0.04374887460448092
Bulk_0134,0.14164144054152242,0.002781208117209604,0.4230459800275778,0.02376884731697582,0.008083615786611995,0.07436083532936037,0.10442919265290923,0.048239098576663746,0.173649781651169
Bulk_0135,0.04231469119102564,0.042103183365507786,0.068374257303142,0.19568430423070388,0.05542149882328455,0.024786939272337504,0.11864594197275175,0.10320912289459304,0.3494600609466538
Bulk_0136,0.15776135106490702,0.006098581354489535,0.053302551337433036,0.4044242308298425,0.10098819468661067,0.029899986523174587,0.024081614886754994,0.06590041501361776,0.1575430743031699
Bulk_0137,0.01624842600425338,0.22480376386608775,0.06415814453887332,1.7625107733303535e-05,0.07189673205081226,0.2965442129845305,0.2670315088666318,0.056984738346349526,0.002314848234728067
Bulk_0138,0.13953764033982455,0.008420783483895323,0.21751206827307312,0.010518151771422022,0.042839157359083016,0.008474915434998743,0.2992358154861843,0.11862182508440933,0.15483964276710963
Bulk_0139,0.007842199113963631,0.014847588377428157,0.0034971815210507774,0.19030141622379843,0.028841763294908288,0.024602345973233866,0.028959068254206726,0.24001480604227193,0.4610936311991382
Bulk_0140,0.2870962361058248,0.007341470337420159,0.16157032100318006,0.06319733448391013,0.012561321627674047,0.2560282514167494,0.04596850417291933,0.10409005259921104,0.06214650825311111
Bulk_0141,0.07967764925516897,0.15298639250185547,0.19116084103016256,0.00929970388966488,0.0853284504959396,0.02829301644594788,0.1696774149590747,0.06148938204582966,0.2220871493763562
Bulk_0142,0.14424723594778976,0.15430268982797593,0.08960303881474738,0.036284465261385825,0.02004878035534141,0.052111863707740555,0.015110991190756783,0.392008216892838,0.09628271800142424
Bulk_0143,0.000434151026424018,0.010584047139376385,0.02243136949169506,0.1323233350686615,0.28745586132869416,0.011627333339886803,0.23781559225608748,0.2051800076731733,0.09214830267600141
Bulk_0144,0.0870500238438536,0.041469941688991874,0.05665101832354622,0.18369618452103223,0.3472192357117542,0.004897204044892893,0.2244610513380028,0.003085148578913943,0.05147019194901217
Bulk_0145,0.005226707249586581,0.11151037210380925,0.2134620031376532,0.016393461129548117,0.14097070067737053,0.2140582546662487,0.023965812567794037,0.03171606743756941,0.24269662103042006
Bulk_0146,0.04861908603329816,0.06451961952232019,0.024815295441767325,0.3597990642228987,0.22053439998480479,0.04127657228576336,0.06735283739291786,0.058144531249687395,0.11493859386654222
Bulk_0147,0.01854352948777663,0.12831010665099976,0.16552907849125031,0.0777684635702817,0.004476867462687728,0.116425037174134,0.008374961601667988,0.4375129902942861,0.043058965266915786
Bulk_0148,0.11344770441879162,0.03547638761405692,0.07759708322579074,0.013935915197016585,0.02610702494362027,0.07133573749822672,0.31108545700265156,0.3017133324253249,0.04930135767452072
Bulk_0149,0.10354831729948175,0.0017147087403794443,0.016265737914231193,0.056892974637008535,0.006074879807878548,0.21281201458174065,0.11091463202646473,0.17716767813237477,0.3146090568604403
Bulk_0150,0.0869888844204,0.2713969922694925,0.10139360430722232,0.00393294384967416,0.1340474931578713,0.023314088379509084,0.1884191271452456,0.026572895666536575,0.16393397080404856
Bulk_0151,0.04702971031755015,0.022109681612307176,0.09056940555172739,0.040931825548846494,0.13003892096399028,0.20290761013622596,0.03650140952597347,0.16392961977536322,0.26598181656801567
Bulk_0152,0.016707000306516204,0.36871367952625744,0.030964984657326642,0.13527088252635608,0.0159446119874025,0.22129155406667728,0.12674119766047606,0.04926460895152776,0.03510148031746005
Bulk_0153,0.20715966257989651,0.12034315934033177,0.05979699704675571,0.19050090815550821,0.018268356149263608,0.04131310726860028,0.1267081041899295,0.22893219346102692,0.006977511808687452
Bulk_0154,0.045520964512795165,0.14443369578193654,0.08182281308074046,0.1482332427082409,0.02607930195302676,0.12235713212751152,0.07772747332374563,0.2095449400245658,0.14428043648743727
