,Cancer Epithelial,B-cells,CAFs,Endothelial,Myeloid,Normal Epithelial,PVL,Plasmablasts,T-cells
Bulk_0018,0.85,0.07348845909763338,0.02936974538752802,0.008744840763039564,0.014776897662004941,0.010118594017941053,0.0013811737297035262,0.00842012828595582,0.0037001610561937263
Bulk_0019,0.7,0.046073346069641204,0.025214445321040137,0.0987501957804847,0.019736848172329766,0.024424394904311367,0.02370889332850233,0.027648180444727347,0.03444369597896319
Bulk_0020,0.75,0.010235242414990192,0.13001851686314295,0.016127608191495037,0.01919960304900112,0.012980778757942853,0.002750079083666615,0.05009167732729875,0.008596494312462498
Bulk_0021,0.6,0.0342100537977042,0.009813382757452796,0.0018212486656309383,0.046572580588186974,0.0031136767791259796,0.03714288754337775,0.20781510803600844,0.0595110618325129
Bulk_0022,0.75,5.104256852361027e-05,0.015834580399380425,0.017885644079807247,0.03171418023248475,0.057151298493141,0.006576537231759188,0.026099616780102215,0.09468710021480159
Bulk_0023,0.85,0.01087839656594137,0.004674877412035635,0.021515153630046493,0.021314057949432693,0.027861212350054343,0.010706294255289298,0.019387763431463534,0.03366224440573667
Bulk_0024,0.85,0.0327096154086762,0.009779022110728078,0.006381474289251842,0.02392785881362596,0.0384179034701239,0.00010772600577059602,0.027494476976920874,0.011181922924902556
Bulk_0025,0.9,0.003469403906157742,0.002641150561134014,0.01293788290994147,0.009345789439047241,0.0016676269831554208,0.025868708778412918,0.027532580969095242,0.01653685645305592
Bulk_0026,0.75,0.02394091877279565,0.033450781553578786,0.04810863945269587,0.016231529555944455,0.02649755390327801,0.07265382046551887,0.0034237819199697374,0.025692974376218612
Bulk_0027,0.75,0.0074164565986976055,0.03307873098196269,0.0140976058953955,0.05701566548026319,0.00735825850869044,0.034065176588018824,0.09538657997224269,0.0015815259747290564
Bulk_0028,0.65,0.02521463502711698,0.13358383434232404,0.02106716575111739,0.03735470213952609,0.02211187955195716,0.01068245849944558,0.022059570975135986,0.07792575371337676
Bulk_0029,0.8,0.08307782874237772,0.001114737004480869,0.030185479430845246,0.007179197331773452,0.0006672400145682679,0.06988667486334785,0.002864239645874411,0.005024602966732116
Bulk_0030,0.8,0.016563190674367803,0.02685090313869153,0.10125952903024364,0.009949013554191246,0.004427928468852945,0.03439927917953531,0.002253502013163681,0.004296653940953809
Bulk_0031,0.65,0.19730674595933637,0.011335757094434849,0.03412356592687896,0.05392901777659168,0.007266987807742184,0.013308446026848497,0.024419319763942633,0.00831015964422474
Bulk_0032,0.65,0.033426882396639906,0.1481351415711481,0.022696254449662574,0.06207353927621935,0.006380923982150606,0.0554885452158081,0.0034555440275835523,0.018343169080787765
Bulk_0033,0.6,0.06425685413432079,0.09656322902356901,0.06853297432960334,0.04025861552498566,0.028593981911983868,0.02517629954112573,0.06796364672017155,0.008654398814240042
Bulk_0034,0.9,0.03918628562613183,0.012287112002324156,0.01633237246383103,0.0013817960555302274,0.009769346759856152,0.009520543500127349,0.010191198577049355,0.0013313450151498797
Bulk_0035,0.8,0.01254034620497608,0.029085235146157233,0.022923771823355667,0.0013296699304863424,0.08038563127188207,0.006609129051436864,0.005026098072940209,0.04210011849876547
Bulk_0036,0.9,0.0005591864532525696,0.01273192541899662,0.0019189173546853245,0.0061986717429130585,0.010270901648797157,0.045828079049303826,0.014242543261731138,0.008249775070320292
Bulk_0037,0.9,0.0014875398447500839,0.0015306557761575576,0.014483334639722317,0.017776281038857533,0.012991350133906805,0.015905024504608845,0.015836069290376915,0.01998974477161992
Bulk_0038,0.9,0.00521445966077528,0.03262219978329789,0.007295997474206455,0.00865126700247179,0.008419326922332765,0.031139320045680877,0.0011095533363319958,0.005547875774902933
Bulk_0039,0.9,0.0007059200365268753,0.008569271723512394,0.002186293845564934,0.0033847906796697154,0.045716540795391176,0.013176830780931936,0.0027580919054254445,0.023502260232977492
Bulk_0040,0.7,0.08930087837498552,0.009258840145630342,0.0706016340393101,0.04505331992376991,0.016858025402616265,0.023949250143955405,0.041268389427194824,0.003709662542537661
Bulk_0041,0.6,0.005591729713312281,0.0639875874316446,0.08593967740640107,0.1328637545515522,0.00947216739801981,0.018712649561975388,0.07100114456874652,0.012431289368348142
Bulk_0042,0.85,0.006894682875333192,0.006887623711214137,0.00791171420576697,0.009900297940345741,0.0565319445299198,0.03617954987957144,0.01227147785280332,0.013422709005045406
Bulk_0043,0.8,0.06800721245978548,0.0025810598718276154,0.013667973112584228,0.017607623264748157,0.03751690821938525,0.023020934110363794,0.019950737335565336,0.017647551625740058
Bulk_0044,0.85,0.015496577636061734,0.05864597865265199,0.0032237457366371706,0.05334900980150199,0.008403426703098703,0.004577898884648787,0.0008479850642798553,0.0054553775211197975
Bulk_0045,0.65,0.01652160208228248,0.10353532611917617,0.013417660521310064,0.032360174649714024,0.052033178887049135,0.09563858583826919,0.025920985313765642,0.010572486588433263
Bulk_0046,0.65,0.0283028916590876,0.08327375657554836,0.03811169026675152,0.010098132467508656,0.027632438684915092,0.006559836820260595,0.0010220199178293725,0.1549992336080988
Bulk_0047,0.9,0.03571885785827564,0.0009651906745774674,0.0020099801040055327,0.0014233605993440148,0.000199490995260995,0.014359536812811708,0.03901013156325632,0.006313451392468304
Bulk_0048,0.6,0.021831381041925127,0.06864730065790793,0.12147422528329027,0.06977055018321894,0.03289241239488118,0.030383485200556407,0.02133385466172886,0.03366679057649129
Bulk_0049,0.6,0.13789215883075587,0.006268485820225433,0.021060727953749858,0.12433256022930564,0.0285749678104642,0.034082053003281786,0.042190146298590914,0.00559890005362634
Bulk_0050,0.8,0.0028766520216625905,0.01766316788495851,0.022991484677142866,0.041098744015572876,0.07179732247172849,0.0006877839235098592,0.02639535310743717,0.016489491897987627
Bulk_0051,0.9,0.0040481011376521546,0.0390977679493891,0.026823548801719693,0.0013549811200967525,0.0027969107757352097,0.004488552468879852,0.015661105327284448,0.005729032419242756
Bulk_0052,0.85,0.07071286258894753,0.01826799585844445,0.006118567574661854,0.014349761837759864,0.007029772126290844,0.024115761689202618,0.0023399249061080265,0.007065353418584819
Bulk_0053,0.65,0.07387893582597589,0.05515556802301659,0.024446497355988944,0.1293488063535946,0.018579529087185836,0.006190400413365641,0.037203390863618686,0.005196872077253834
Bulk_0054,0.65,0.0026278958245646274,0.017950011324596886,0.02979451650051473,0.052125894700748535,0.10392561369404273,0.0955633967543837,0.013820701348887415,0.03419196985226139
Bulk_0055,0.7,0.02663423256925755,0.012242292649892099,0.09642748903084614,0.01470353509636567,0.022821147949034833,0.016375347629082854,0.06256908797129562,0.04822686710422533
Bulk_0056,0.75,0.03724756361010353,0.05475773450809887,0.007102685265451271,0.027660548556022728,0.07043764086159587,0.02020017622602294,0.011312371535762476,0.021281279436942337
Bulk_0057,0.6,0.0270247725952178,0.04465175940791602,0.00034109242767245965,0.0071548414777138115,0.028972906906953366,0.08342871954796341,0.15686819511938943,0.05155771251717374
Bulk_0058,0.65,0.11434290614048603,0.016025194473869294,0.02113309212205007,0.008028497136543883,0.060670417294969636,0.07543351652712438,0.044016914032642886,0.0103494622723138
Bulk_0059,0.65,0.0452019071539491,0.00870202493955963,0.07572566934048103,0.02235796706810825,0.08432449534144798,0.010489821463909626,0.06498226659687208,0.038215848095672286
Bulk_0060,0.85,0.003336828826757986,0.011017869221329595,0.009423041148833898,0.014037444998394943,0.00014481341843487148,0.020990007748010218,0.04220536156225788,0.048844633075980616
Bulk_0061,0.8,0.08557777699475576,0.010632411791894156,0.026273239021396073,0.026444705452673363,0.014080993936729272,0.0013756620820057901,0.02150310334700326,0.01411210737354227
Bulk_0062,0.85,0.026137488479405533,0.03475803804148001,0.020800452876363923,0.0010737787476979934,0.00031481784035970636,0.005454755268526306,0.04542582171173623,0.016034847034430314
Bulk_0063,0.8,0.004806025682287883,0.04325504568644593,0.02699121980175304,0.009423699028491356,0.027754500576513547,0.012371732482464863,0.015107178976983836,0.06029059776505952
Bulk_0064,0.7,0.02606817506052242,0.030282785345336474,0.05454105707339941,0.01938516697060622,0.014458794965951313,0.01959684651290794,0.0009753422405211097,0.13469183183075514
Bulk_0065,0.8,0.03552832716036937,0.043605946102875846,0.037047263412783756,0.04140942858090764,0.0033790266446148986,0.003333132548145267,0.02816442667843618,0.007532448871867016
Bulk_0066,0.85,0.02016731514463671,0.018118768069180405,0.010173200947721506,0.015676334808256965,0.02111464698472818,0.019602238843086435,0.020547320714323962,0.024600174488065875
Bulk_0067,0.85,0.0005665015379396473,0.04654429113109474,0.005751975091949724,0.03376823614403229,0.022201734250420352,0.012176643583680587,0.014103252967643039,0.014887365293239651
Bulk_0068,0.7,0.06784142898988181,0.010943734100892808,0.014209402196242086,0.09500772412393584,0.014686955794440617,0.019111055395137112,0.0074494274127074695,0.07075027198676233
Bulk_0069,0.75,0.06330158947818652,0.029309543438788284,0.02808755255570155,0.004004724231785953,0.0372235195233105,0.03360284827494589,0.024347580589923642,0.030122641907357642
Bulk_0070,0.75,0.02689380009338736,0.04047741463857778,0.04787172762594228,0.049262733602396365,0.014680372711556745,0.008369721726564113,0.04988555981737094,0.01255866978420437
Bulk_0071,0.75,0.07917374507299023,0.028073293875756935,0.020216323406265113,0.0384071965262363,0.006103223644772299,0.025340886050733147,0.04457009474673911,0.008115236676506883
Bulk_0072,0.75,0.08550488852974152,0.0026864749611519327,0.07363113115479702,0.02359492865756586,0.017123426565317717,0.005273206123910088,0.003418316435118829,0.038767627572397025
Bulk_0073,0.6,0.0044378659792960904,0.07815712242272216,0.006753481150536868,0.08381791428911545,0.01727803745107453,0.12225998509165148,0.03824746867195429,0.04904812494364916
Bulk_0074,0.7,0.0729072058047154,0.03233303623268211,0.030468740467536164,0.030230551585657198,0.04905211180055315,0.0698403381516977,0.004171248889860926,0.01099676706729747
Bulk_0075,0.65,0.06130886119815121,0.0028991333462753273,0.0034171390246829523,0.03904708986491877,0.0720102996618245,0.077387690782013,0.055281272010981736,0.03864851411115251
Bulk_0076,0.8,0.006486426458250387,0.060791245448595654,0.03284934886389668,0.04970011472413092,0.002330253935425101,0.00022672979517318327,0.04251146564113618,0.005104415133391872
Bulk_0077,0.65,0.016260390088758892,0.06864996439966817,0.020800892953793258,0.09863772803438872,0.03068964626759238,0.041016390435346266,0.029157375022354833,0.044787612798097454
Bulk_0078,0.65,0.08632821691465799,0.09190890455081138,0.0037117623893500352,0.015244008583671203,0.019728502789693996,0.05146422341718823,0.03445336692866236,0.04716101442596479
Bulk_0079,0.8,0.03988801591786992,0.03373523528322178,0.06199606722383607,0.008846818689500187,0.01486619697587698,0.004132965658475982,0.02045379170247368,0.016080908548745325
Bulk_0080,0.8,0.016831063251460505,0.008247469307917069,0.01049918369952269,0.015672392867559833,0.0349764080009908,0.03339842892759979,0.03609491817144338,0.0442801357735059
Bulk_0081,0.7,0.003634121786652433,0.06062471589194919,0.04119096411481063,0.12106978820052611,0.016129516527773884,0.01994661054595791,0.014034664016245453,0.023369618916084446
Bulk_0082,0.8,0.02533090026081699,0.03137337428089952,0.0007964628385471824,0.050934512268833144,0.007315128542502922,0.024271278606957148,0.05423096108722547,0.005747382114217572
Bulk_0083,0.85,0.004505200381472263,0.0053088495995699215,0.04917734542819208,0.015398923344169497,0.0038760075645617197,0.005283038823684636,0.05115491802197542,0.015295716836374467
Bulk_0084,0.7,0.02957716797201469,0.004437434126057018,0.03999247798465783,0.020270332592792904,0.04938735812897111,0.06359108867615929,0.02079993877745502,0.07194420174189217
Bulk_0085,0.65,0.01737583201840764,0.05415528396705205,0.03189114247815207,0.04122148677815686,0.003596245620856055,0.04198762431863536,0.10916573258269077,0.050606652236049224
Bulk_0086,0.65,0.06400672993897667,0.1000023539488169,0.027783073959131918,0.012448443929809167,0.00019699924485439325,0.0038005733085698813,0.10187414311642284,0.03988768255341825
Bulk_0087,0.6,0.1015128467911209,0.06255448957112258,0.07601923624605611,0.0077989584346666,0.029860005447511946,0.00022221203188022552,0.020367342348524185,0.1016649091291175
Bulk_0088,0.8,0.04025796234094437,0.0006432546280787187,0.0044782078166057315,0.04686615102656327,0.03901827328912178,0.03276987412525579,0.016664904544167664,0.019301372229262634
Bulk_0089,0.7,0.020984329479039623,0.012234566348971439,0.03826525213210154,0.007898171604464942,0.02988787470755319,0.06663047426210976,0.08599300119608572,0.03810633026967389
Bulk_0090,0.65,0.037678292262305214,0.017624275330229578,0.10439834465606249,0.10148844087851176,0.02919058079116153,0.0376201064052527,0.00012354361328455283,0.021876416063192176
Bulk_0091,0.8,0.0015308061674494011,0.07039541890140379,0.01588234400094234,0.023935783204239815,0.008181790817417621,0.023212601539949536,0.04799011734358456,0.00887113802501293
Bulk_0092,0.75,0.015863112224407724,0.046220441209056516,0.03381092326915586,0.017448678907016766,0.06033082013747665,0.059367878085467875,0.006238945851836264,0.010719200315582348
Bulk_0093,0.6,0.13696015882084997,0.014398960163447974,0.007330022057651382,0.04709302455478909,0.08387811771293116,0.013871732214002425,0.07086017212170787,0.025607812354620237
Bulk_0094,0.85,0.015209074724010946,0.04708736573669808,0.022202624259770137,0.022600023644047448,0.006226568633134902,0.024150058577150302,0.0015803274205792887,0.010943957004608908
Bulk_0095,0.9,0.003112152108895847,0.018400900509541542,0.01494586648999973,0.0274302903791895,0.0005923672947050765,0.0013588573256282132,0.03318868626277494,0.0009708796292651244
Bulk_0096,0.6,0.06478072272377798,0.03929610977803173,0.0691080408561122,0.07969156349141358,0.1029197998247674,0.0010212512359793226,0.010562174518180575,0.03262033757173724
Bulk_0097,0.9,0.019956051807368903,0.010227082490515751,0.0020743205335320035,0.05411649333916108,0.0005837697314347028,0.002118811642129365,0.007194307245385582,0.0037291632104725844
Bulk_0098,0.65,0.001664023150424084,0.18687383534620827,0.023958891821793935,0.013070066931191985,0.0026180044174477744,0.008570722894128755,0.006774423224358257,0.10647003221444701
Bulk_0099,0.75,0.06634245972922952,0.08046914465525278,0.010516080058629024,0.014638820911123594,0.004935111427363687,0.020605203249979272,0.01566560940805947,0.03682757056036264
Bulk_0100,0.75,0.03607676747734077,0.033908815972153054,0.07729779446470163,0.013568854511477007,0.04789483878541167,0.010194953352066823,0.019990272098442553,0.011067703338406567
Bulk_0101,0.75,0.0945033395898313,0.006330899792571527,0.03221579074892755,0.03561350701385907,0.028441184716046647,0.038338470959501075,0.004571292831559933,0.0099855143477029
Bulk_0102,0.85,0.03101176918359321,5.769703848887265e-05,0.001520302737209127,0.051559106416642735,0.016572538721039597,0.007662875263106235,0.003070525926583959,0.0385451847133363
Bulk_0103,0.8,0.0034060601877236208,0.018539684464341247,0.014517129647048826,0.013525980763574447,0.014566363081121409,0.011920573056915395,0.11361142180532728,0.009912786993947707
Bulk_0104,0.6,0.06572298329452246,0.005165416739795196,0.04670948289120712,0.0756867112563536,0.03523979985441177,0.0225074199142499,0.09988372284232108,0.04908446320713891
Bulk_0105,0.75,0.01347710963060432,0.010098471011453954,0.00948757890446262,0.006558702869240716,0.006778385545266214,0.0776004153238627,0.026147710458550293,0.09985162625655916
Bulk_0106,0.65,0.045300208407727374,0.0413332727163126,0.012822684454030444,0.09125414258475995,0.0346495123885518,0.021694661829819283,0.08061643073995498,0.02232908687884358
Bulk_0107,0.7,0.0729935296420161,0.03271891730769966,0.02480626929505819,0.02221986111457133,0.0055437419020353505,0.04426103705424114,0.024072303608959133,0.07338434007541915
Bulk_0108,0.9,0.0003415120083932966,0.026777096379477765,0.02171878233336785,0.01507162433047674,0.01641907151165945,0.006291714982370347,0.00603422415178668,0.0073459743024678345
Bulk_0109,0.8,0.0869892998861044,0.021166744453921714,0.0007114894635947316,0.01224359470766188,0.009996687620149736,0.010717302262937387,0.01588258920524533,0.042292292400384734
Bulk_0110,0.75,0.05909319276582266,0.036387451298368574,0.032019695437228546,0.10505256108372049,0.0010141626050054265,0.006127525440140166,0.006896569875137794,0.0034088414945763882
Bulk_0111,0.65,0.0822255393832449,0.04303706052315097,0.030296290304282568,0.023965027266146438,0.04989029890337701,0.01977247491266604,0.037044691755850005,0.06376861695128203
Bulk_0112,0.65,0.01651401985253052,0.029000924077569185,0.06032135658962376,0.00019447242652916144,0.07334626925207674,0.06031460032269437,0.08121253352950236,0.02909582394947397
Bulk_0113,0.7,0.0075356273107152595,0.005187539368310278,0.06112471371171214,0.03529255682715145,0.011181468099475404,0.023940426940180292,0.044189141336107365,0.11154852640634784
Bulk_0114,0.8,0.003854923382828211,0.06656847150474887,0.01380779855880643,0.0127849092714448,0.058032307243820226,0.002263824052434924,0.010117573211865766,0.032570192774050696
Bulk_0115,0.6,0.030232088673277403,0.0716739977096383,0.022871336283824765,0.06546440366091041,0.04276784149062826,0.09711511319603959,0.007109074508844225,0.06276614447683714
Bulk_0116,0.85,0.020021355969441552,0.0647634564422997,0.002235356517401066,0.03329674448029316,0.0018778525676860782,0.0004453054798966599,0.005092820740341883,0.022267107802639928
Bulk_0117,0.8,0.02898769845114062,0.014891661405035478,0.015683168160999753,0.011667306897840414,0.015801391730272313,0.032227463318557345,0.04161434421333401,0.03912696582282005
Bulk_0118,0.8,0.018400463668195553,0.023905560902318674,0.00782319041779821,0.011622345559885562,0.038337506690478196,0.027151583579153104,0.05621196743440112,0.01654738174776957
Bulk_0119,0.9,0.009213636922705314,0.027539998371207124,0.012957415933551129,0.007811454979287087,0.004716619093874441,0.0027790530907075848,0.028402958933258813,0.00657886267540848
Bulk_0120,0.8,0.12448336559298886,0.009100862651210679,0.00017476911927489594,0.0025011537288144076,0.018579448350845896,0.007514510513214489,0.028691355360927477,0.008954534682723208
Bulk_0121,0.8,0.018536580867394563,0.009731178136022907,0.0037573968097510714,0.04535859507933342,0.04287954218947629,0.030383962519831914,0.012327163747590983,0.0370255806505988
Bulk_0122,0.65,0.11391676350546838,0.0010407514837215421,0.00976969538332714,0.009187359461605349,0.03504041192254466,0.08279471466696998,0.08222777184566779,0.016022531730695143
Bulk_0123,0.65,0.046526412499478566,0.01628840595773045,0.0015385885015302648,0.08178137637055152,0.09994288356731487,0.1010964302654227,0.000913729024426009,0.001912173813545542
Bulk_0124,0.9,0.01960228372392551,0.016868702153937935,0.01700774896184845,0.00897473981867742,0.004637608159486419,0.0011730157136176826,0.006380050661364667,0.025355850807141894
Bulk_0125,0.7,0.028039843186927427,0.07803403947670665,0.015621368904196504,0.004201011905961874,0.07211509455276509,0.018532271469349007,0.020931055677471607,0.0625253148266219
Bulk_0126,0.6,0.14252780406151289,0.005510177341094426,0.0014270500764301205,0.010957673722084416,0.16335111987876563,0.001879273122366626,0.0444619648633023,0.029884936934443603
Bulk_0127,0.7,0.0659140418684917,0.003716269608153267,0.01592377697387654,0.07426750568869163,0.0024017007137910463,0.10345782234123425,0.016278557470663552,0.01804032533509807
Bulk_0128,0.65,0.0857884164992885,0.03995555956711384,0.03287401111297595,0.023009477271824983,0.11726792070333356,0.010951593437427905,0.0028424610540751095,0.037310560353960166
Bulk_0129,0.65,0.10597886451193954,0.029196987981850196,0.00039020343140317386,0.009097935705982874,0.0049861114779065005,0.06461336146110913,0.07888320578651661,0.05685332964329195
Bulk_0130,0.7,0.061623845233888794,0.03623391601416455,0.024107712220742587,0.005174551936283633,0.014399248880013696,0.011674177475532857,0.11712852387609088,0.029658024363283034
Bulk_0131,0.6,0.0846537228829265,0.00991055038164441,0.18301451239386116,0.03296635706856545,0.009967808820595288,0.0011783722980191122,0.03324139761800645,0.04506727853638164
Bulk_0132,0.6,0.005894647153799587,0.009257948725074131,0.020879161044429464,0.006972962165713234,0.04485189402967738,0.10673394431311584,0.1760877608534015,0.029321681714788835
Bulk_0133,0.85,0.0008265613099348573,0.016866046027837193,0.014397996855771814,0.02723589214749003,0.044171124585466494,0.006028655062992237,0.03679936743290669,0.0036743565776007105
Bulk_0134,0.65,0.008035883259376963,0.008648458530016384,0.06252941051314564,0.04661842964931598,0.058063732136622824,0.0289724372622066,0.07185071829709791,0.06528093035221764
Bulk_0135,0.65,0.03086297375685087,0.0011768158697928852,0.01205777110106859,0.07483613006363427,0.030951628185192512,0.030061133794475482,0.018632578006836452,0.15142096922214895
Bulk_0136,0.7,0.08394041670683511,0.015498570764266244,0.040863895501430395,0.0009725090484007575,0.08127277205184918,0.030664132526007946,0.007390349386456894,0.03939735401475354
Bulk_0137,0.85,0.05835380075541702,0.0017247985177579063,0.0025074507634848422,0.021934940798636903,0.0010532034816393985,0.012533246937945833,0.04702683988624981,0.004865718858868294
Bulk_0138,0.85,0.04699126123779546,0.015156299388021342,0.0013477264510196767,0.05429601983787258,0.011838229305649024,0.014089125500751603,0.004452876694134321,0.0018284615847559932
Bulk_0139,0.65,0.08947659448790782,0.007446226151487499,0.020767889504963406,0.11029047308687805,0.011611307522013201,0.0359069928003861,0.07374124302824404,0.0007592734181198704
Bulk_0140,0.85,0.0013632908013093547,0.04435341409071206,0.030662006581683086,0.025026332174795596,0.033386143724345646,0.0057460208442487015,0.003393345737263657,0.006069446045641935
Bulk_0141,0.8,0.019468020267701697,0.01118882097648332,0.018636504712897836,0.0021983532008388166,0.0009267125307574359,0.001857978796915098,0.04774721895547735,0.0979763905589284
Bulk_0142,0.85,0.02288053803289944,0.042542562143930575,0.01925069229405979,0.02245954009769912,0.0005630699323502448,0.038126651087839546,0.002228979347601197,0.001947967063620128
Bulk_0143,0.75,0.03971191087689046,0.01440004273750749,0.0058050581951725475,0.03720814600729338,0.01522017731178232,0.014151885570816935,0.03337913695123429,0.09012364234930259
Bulk_0144,0.7,0.00520344139915085,0.02208837893278336,0.009045506066303867,0.07209373497356614,0.07195476263676086,0.023569673603237026,0.0832806006543835,0.012763901733814396
Bulk_0145,0.65,0.05527632169284906,0.009431489094005485,0.11365067359129728,0.000825616606791414,0.08050698688187527,0.029362786235583523,0.0004511674320792256,0.0604949584655188
Bulk_0146,0.7,0.04741852985764671,0.015211734211070312,0.1395338435290477,0.016213655913701754,0.004944196408517055,0.0049375484330176495,0.019267637033209835,0.052472854613788984
Bulk_0147,0.8,0.015322463821162036,0.016926597603680787,0.007665945024541058,0.09354064822345437,0.010005924045147748,0.04336899176739092,0.000473290331242967,0.012696139183380065
Bulk_0148,0.9,0.013027522869650152,0.003819606725202617,0.054058006982488235,0.0006397406802321192,0.011451429648658638,0.007704161857757781,0.0017714890132021674,0.007528042222808253
Bulk_0149,0.6,0.05768102261683066,0.0768091985153831,0.014058287085398389,0.05302246098248266,0.08875760216395728,0.00909237581387936,0.08654936050909869,0.014029692312969914
Bulk_0150,0.85,0.03877784928515578,0.024030011431815917,0.014380625769373047,0.004700152356273815,0.014988619203494553,0.0003680444772725739,0.0335287880827318,0.01922590939388258
Bulk_0151,0.9,0.0009044966387481146,0.0026655347314034727,0.0006769313069820438,0.04611627339675732,0.007362751378655273,0.01118877801378319,0.015519696717673311,0.015565537815997251
Bulk_0152,0.65,0.09884158337320108,0.06357524429126832,0.024007429702067686,0.0674983006526655,0.007472288291740456,0.029248666816112413,0.03076172712542045,0.028594759747524037
Bulk_0153,0.9,0.023170218579832685,0.0039154916095235255,0.0008366802757678521,0.012219237696366132,0.02099414583647329,0.008007053721909112,0.0030236044673903778,0.027833567812736996
Bulk_0154,0.9,0.009692236777140588,0.008517728514297272,0.0010540437097519971,0.02083459162940356,0.009784693788691848,0.011923598510551909,0.03498338598946827,0.0032097210806945275
Bulk_0155,0.75,0.02480628357536413,0.032034517313123144,0.037049068911700546,0.032530615763676024,0.06642389371675646,0.00876410536989247,0.04244871772889586,0.005942797620591354
Bulk_0156,0.65,0.06115535997132627,0.013274198409003443,0.06331975711349497,0.0010019367780907946,0.02742357723919589,0.01361021710345078,0.009174224407648326,0.1610407289777895
Bulk_0157,0.75,0.09495391198191347,0.01927990844834819,0.002717894671960545,0.029588284537856203,0.008252602211111383,0.06698437994115168,0.0032271362782103435,0.024995881929448186
Bulk_0158,0.7,0.0068679073885488965,0.08441117603801128,0.031868918502870484,0.024111090212244748,0.022536444157967024,0.030261824680991114,0.025785287792027264,0.07415735122733923
Bulk_0159,0.6,0.058927182864640826,0.024115276515043513,0.02271870774804089,0.17153260250535393,0.037022602080938216,0.0016615393192669513,0.052843137625388406,0.031178951341327334
Bulk_0160,0.9,0.005636735064294115,0.002909429590638657,0.0035695440403995422,0.013893115952366706,0.03316616465605502,0.0032584644260312185,0.007952320690052032,0.029614225580162683
Bulk_0161,0.7,0.018431047128234877,0.019185858094133357,0.0513082334166195,0.028665372362406634,0.08991242970313633,0.0782101522255291,0.00786801374580682,0.006418893324133413
Bulk_0162,0.9,0.004751719579397187,1.4151709686675184e-05,0.021050018136951273,0.03280007450882332,0.02535828922089432,0.0034908200919136737,0.00595231637379873,0.006582610378534801
